shipping_id,business_event_date,posting_date,as_of_date,txn_id,vendor_id,tracking_number,origin_branch_code,destination_province,confirmation_status
853905909338,2025-03-04,2025-03-04,2026-01-15,TXN-202503-04015600,V-006,VS256803041608,BKK-SIAM,Bangkok,shipped
400278757360,2025-03-04,2025-03-04,2026-01-15,TXN-202503-04016100,V-006,VS256803046698,BKK-CTW,Bangkok,shipped
73359335445,2025-03-04,2025-03-04,2026-01-15,TXN-202503-04018600,V-006,VS256803040508,KKC-CTRL,Khon Kaen,shipped
988391243267,2025-03-04,2025-03-04,2026-01-15,TXN-202503-04019766,V-006,VS256803045503,REMOTE,Bangkok,shipped
292697534249,2025-03-04,2025-03-04,2026-01-15,TXN-202503-04020100,V-006,VS256803042811,BKK-CTW,Bangkok,shipped
938563087942,2025-03-04,2025-03-04,2026-01-15,TXN-202503-04022100,V-006,VS256803048434,CNX-MAYA,Chiang Mai,shipped
1036262152142,2025-03-04,2025-03-04,2026-01-15,TXN-202503-04023400,V-006,VS256803040027,BKK-R9,Bangkok,shipped
361984062857,2025-03-04,2025-03-04,2026-01-15,TXN-202503-04024316,V-006,VS256803048822,REMOTE,Bangkok,shipped
953744290619,2025-03-04,2025-03-04,2026-01-15,TXN-202503-04025071,V-006,VS256803049440,REMOTE,Bangkok,shipped
629192166613,2025-03-04,2025-03-04,2026-01-15,TXN-202503-04025700,V-006,VS256803040579,BKK-SIAM,Bangkok,shipped
123653446001,2025-03-04,2025-03-04,2026-01-15,TXN-202503-04027200,V-006,VS256803047469,BKK-CTW,Bangkok,shipped
1096435986706,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05003300,V-006,VS256803057365,BKK-SIAM,Bangkok,shipped
367481631679,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05004213,V-006,VS256803053864,REMOTE,Bangkok,shipped
914635802759,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05005900,V-006,VS256803055922,UDN-CTRL,Udon Thani,shipped
434916385345,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05007105,V-006,VS256803051332,REMOTE,Bangkok,shipped
15738704750,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05007800,V-006,VS256803053842,BKK-CTW,Bangkok,shipped
879844210100,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05009100,V-006,VS256803052790,BKK-SIAM,Bangkok,shipped
533172605794,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05009700,V-006,VS256803050291,BKK-CTW,Bangkok,shipped
1024818769634,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05009800,V-006,VS256803057555,BKK-R9,Bangkok,shipped
420199545044,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05011000,V-006,VS256803053011,BKK-R9,Bangkok,shipped
782741800882,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05011300,V-006,VS256803053957,KKC-CTRL,Khon Kaen,shipped
404721050778,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05012200,V-006,VS256803052482,CNX-MAYA,Chiang Mai,shipped
1036393963233,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05012400,V-006,VS256803058116,BKK-R9,Bangkok,shipped
493003943358,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05013000,V-006,VS256803055782,CNX-MAYA,Chiang Mai,shipped
815527808172,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05013426,V-006,VS256803054936,REMOTE,Bangkok,shipped
250688581368,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05014460,V-006,VS256803052760,REMOTE,Bangkok,shipped
429437138770,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05015200,V-006,VS256803052496,BKK-PKT,Bangkok,shipped
684487806077,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05015400,V-006,VS256803050353,CNX-MAYA,Chiang Mai,shipped
330478902445,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05016433,V-006,VS256803050021,REMOTE,Bangkok,shipped
930197254184,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05016900,V-006,VS256803058007,BKK-SIAM,Bangkok,shipped
303575277293,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05017400,V-006,VS256803052014,BKK-EMSP,Bangkok,shipped
115601662776,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05017533,V-006,VS256803056625,REMOTE,Bangkok,shipped
8410925942,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05018200,V-006,VS256803051777,CNX-MAYA,Chiang Mai,shipped
792392325426,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05018400,V-006,VS256803054350,BKK-SIAM,Bangkok,shipped
240976682510,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05019300,V-006,VS256803052089,BKK-R9,Bangkok,shipped
289429845414,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05020400,V-006,VS256803059695,UDN-CTRL,Udon Thani,shipped
188984801500,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05020800,V-006,VS256803059590,PTY-CTRL,Chonburi,shipped
768649095033,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05021519,V-006,VS256803054978,REMOTE,Bangkok,shipped
1018553763350,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05021635,V-006,VS256803059832,REMOTE,Bangkok,shipped
571968694043,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05021873,V-006,VS256803053020,REMOTE,Bangkok,shipped
430824672304,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05022546,V-006,VS256803057991,REMOTE,Bangkok,shipped
245742236265,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05023400,V-006,VS256803050000,BKK-EMSP,Bangkok,shipped
737126676780,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05023799,V-006,VS256803055824,REMOTE,Bangkok,shipped
259018243238,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05024400,V-006,VS256803059308,PTY-CTRL,Chonburi,shipped
834798264996,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05024500,V-006,VS256803057755,BKK-R9,Bangkok,shipped
255585300189,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05024595,V-006,VS256803055026,REMOTE,Bangkok,shipped
187548350826,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05025100,V-006,VS256803057581,KKC-CTRL,Khon Kaen,shipped
893665482889,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05025850,V-006,VS256803053291,REMOTE,Bangkok,shipped
1003443301496,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05026400,V-006,VS256803059163,BKK-SIAM,Bangkok,shipped
533741480692,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05027877,V-006,VS256803056536,REMOTE,Bangkok,shipped
855941001285,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05028262,V-006,VS256803051422,REMOTE,Bangkok,shipped
640462154803,2025-03-05,2025-03-05,2026-01-15,TXN-202503-05028900,V-006,VS256803055608,CNX-MAYA,Chiang Mai,shipped
484509352534,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06001024,V-006,VS256803068034,REMOTE,Bangkok,shipped
22637788733,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06002319,V-006,VS256803066362,REMOTE,Bangkok,shipped
1098635997571,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06002400,V-006,VS256803061736,BKK-R9,Bangkok,shipped
861832137844,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06004106,V-006,VS256803069585,REMOTE,Bangkok,shipped
1077519076499,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06005600,V-006,VS256803066445,BKK-SIAM,Bangkok,shipped
648602547086,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06005800,V-006,VS256803066505,BKK-CTW,Bangkok,shipped
37795049674,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06006106,V-006,VS256803069663,REMOTE,Bangkok,shipped
417612474493,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06006280,V-006,VS256803061248,REMOTE,Bangkok,shipped
280851742859,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06006900,V-006,VS256803066643,KKC-CTRL,Khon Kaen,shipped
262947605331,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06007300,V-006,VS256803064551,UDN-CTRL,Udon Thani,shipped
1032149336342,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06009500,V-006,VS256803069576,BKK-SIAM,Bangkok,shipped
497155727101,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06010032,V-006,VS256803069388,REMOTE,Bangkok,shipped
903915453011,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06012300,V-006,VS256803067123,BKK-PKT,Bangkok,shipped
56800306471,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06012537,V-006,VS256803064219,REMOTE,Bangkok,shipped
1048547804700,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06014210,V-006,VS256803063781,REMOTE,Bangkok,shipped
149417179694,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06017000,V-006,VS256803063265,KKC-CTRL,Khon Kaen,shipped
270248635630,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06018200,V-006,VS256803068399,KKC-CTRL,Khon Kaen,shipped
865056370613,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06018700,V-006,VS256803063372,BKK-SIAM,Bangkok,shipped
746445112204,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06018800,V-006,VS256803066561,BKK-SIAM,Bangkok,shipped
625860569244,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06019514,V-006,VS256803068158,REMOTE,Bangkok,shipped
36509981003,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06020300,V-006,VS256803061986,BKK-PKT,Bangkok,shipped
9371700511,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06021071,V-006,VS256803062821,REMOTE,Bangkok,shipped
105692339083,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06023295,V-006,VS256803068660,REMOTE,Bangkok,shipped
812109312267,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06023500,V-006,VS256803060581,BKK-CTW,Bangkok,shipped
77383815244,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06024747,V-006,VS256803063079,REMOTE,Bangkok,shipped
215323157269,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06025346,V-006,VS256803069507,REMOTE,Bangkok,shipped
584941469288,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06025400,V-006,VS256803063450,BKK-EMSP,Bangkok,shipped
1075144898948,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06026156,V-006,VS256803063340,REMOTE,Bangkok,shipped
1005952559699,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06026335,V-006,VS256803063444,REMOTE,Bangkok,shipped
112692003551,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06028390,V-006,VS256803061408,REMOTE,Bangkok,shipped
128751885023,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06028744,V-006,VS256803067042,REMOTE,Bangkok,shipped
92904686401,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06028900,V-006,VS256803064704,BKK-EMSP,Bangkok,shipped
814040854660,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06029067,V-006,VS256803061871,REMOTE,Bangkok,shipped
226035996984,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06029541,V-006,VS256803063781,REMOTE,Bangkok,shipped
98960104095,2025-03-06,2025-03-06,2026-01-15,TXN-202503-06029845,V-006,VS256803064955,REMOTE,Bangkok,shipped
517750042736,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07000100,V-006,VS256803072374,CNX-MAYA,Chiang Mai,shipped
632801496314,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07000350,V-006,VS256803073719,REMOTE,Bangkok,shipped
779638248311,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07000800,V-006,VS256803071520,BKK-SIAM,Bangkok,shipped
790786289208,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07001200,V-006,VS256803070966,BKK-CTW,Bangkok,shipped
700463457979,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07001800,V-006,VS256803075807,BKK-R9,Bangkok,shipped
252187400123,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07003159,V-006,VS256803078782,REMOTE,Bangkok,shipped
516957142435,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07003400,V-006,VS256803071491,BKK-PKT,Bangkok,shipped
689802881602,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07004147,V-006,VS256803071204,REMOTE,Bangkok,shipped
296815521440,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07005180,V-006,VS256803076090,REMOTE,Bangkok,shipped
1053021269780,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07005910,V-006,VS256803079402,REMOTE,Bangkok,shipped
759415036029,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07006500,V-006,VS256803071704,BKK-SIAM,Bangkok,shipped
748115801179,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07007100,V-006,VS256803077822,BKK-CTW,Bangkok,shipped
1044099275546,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07007122,V-006,VS256803076958,REMOTE,Bangkok,shipped
226847214240,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07009248,V-006,VS256803070315,REMOTE,Bangkok,shipped
730500660638,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07009300,V-006,VS256803076331,BKK-EMSP,Bangkok,shipped
320805974776,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07009700,V-006,VS256803073383,HKT-FEST,Phuket,shipped
935623344575,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07010200,V-006,VS256803077310,BKK-CTW,Bangkok,shipped
319073634950,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07011900,V-006,VS256803077056,UDN-CTRL,Udon Thani,shipped
1043297357510,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07012675,V-006,VS256803079618,REMOTE,Bangkok,shipped
163897728045,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07013700,V-006,VS256803079463,BKK-CTW,Bangkok,shipped
354968534327,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07013900,V-006,VS256803073196,KKC-CTRL,Khon Kaen,shipped
923223444545,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07014204,V-006,VS256803079930,REMOTE,Bangkok,shipped
280483629567,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07015300,V-006,VS256803078172,BKK-EMSP,Bangkok,shipped
849595077891,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07018500,V-006,VS256803073070,BKK-R9,Bangkok,shipped
129016877804,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07018800,V-006,VS256803071969,BKK-SIAM,Bangkok,shipped
980536130198,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07019900,V-006,VS256803077627,UDN-CTRL,Udon Thani,shipped
1060161913320,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07020500,V-006,VS256803076048,BKK-EMSP,Bangkok,shipped
1073683036193,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07021900,V-006,VS256803076785,BKK-SIAM,Bangkok,shipped
1049022759712,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07022905,V-006,VS256803076542,REMOTE,Bangkok,shipped
682516317564,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07023286,V-006,VS256803071948,REMOTE,Bangkok,shipped
214894828808,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07027142,V-006,VS256803070341,REMOTE,Bangkok,shipped
843063239174,2025-03-07,2025-03-07,2026-01-15,TXN-202503-07028900,V-006,VS256803071553,BKK-R9,Bangkok,shipped
970773858640,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08000720,V-006,VS256803081857,REMOTE,Bangkok,shipped
1022900001043,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08001300,V-006,VS256803088786,BKK-PKT,Bangkok,shipped
756267262753,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08002646,V-006,VS256803083325,REMOTE,Bangkok,shipped
1052484056321,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08003300,V-006,VS256803087986,BKK-EMSP,Bangkok,shipped
267237803177,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08003566,V-006,VS256803084885,REMOTE,Bangkok,shipped
113692784213,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08004100,V-006,VS256803082218,BKK-CTW,Bangkok,shipped
291257513519,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08004123,V-006,VS256803081320,REMOTE,Bangkok,shipped
594008149790,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08005300,V-006,VS256803082996,BKK-SIAM,Bangkok,shipped
47222101324,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08006200,V-006,VS256803089114,BKK-PKT,Bangkok,shipped
460135633147,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08008230,V-006,VS256803080866,REMOTE,Bangkok,shipped
1030722519678,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08009400,V-006,VS256803084231,UDN-CTRL,Udon Thani,shipped
975807744262,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08010308,V-006,VS256803084003,REMOTE,Bangkok,shipped
73560385031,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08010900,V-006,VS256803080660,BKK-PKT,Bangkok,shipped
998263500604,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08013000,V-006,VS256803081815,PTY-CTRL,Chonburi,shipped
360308150423,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08015040,V-006,VS256803085784,REMOTE,Bangkok,shipped
663327505918,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08017500,V-006,VS256803089408,BKK-SIAM,Bangkok,shipped
224686976193,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08018200,V-006,VS256803086557,BKK-R9,Bangkok,shipped
595236465616,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08019900,V-006,VS256803080729,HKT-FEST,Phuket,shipped
463236876673,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08020217,V-006,VS256803080614,REMOTE,Bangkok,shipped
917303675320,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08021700,V-006,VS256803080193,PTY-CTRL,Chonburi,shipped
417973615408,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08023500,V-006,VS256803080414,BKK-PKT,Bangkok,shipped
202735023440,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08023700,V-006,VS256803089090,BKK-PKT,Bangkok,shipped
152744617115,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08023800,V-006,VS256803080041,KKC-CTRL,Khon Kaen,shipped
267303329392,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08024300,V-006,VS256803087938,BKK-SIAM,Bangkok,shipped
333920704866,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08025700,V-006,VS256803086585,BKK-R9,Bangkok,shipped
52737548024,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08026200,V-006,VS256803085129,HKT-FEST,Phuket,shipped
1031369335259,2025-03-08,2025-03-08,2026-01-15,TXN-202503-08027800,V-006,VS256803080113,BKK-SIAM,Bangkok,shipped
650913993183,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09002284,V-006,VS256803096269,REMOTE,Bangkok,shipped
478289456087,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09004200,V-006,VS256803095472,PTY-CTRL,Chonburi,shipped
408934643343,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09008900,V-006,VS256803098630,BKK-R9,Bangkok,shipped
602793153654,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09009319,V-006,VS256803095481,REMOTE,Bangkok,shipped
892373238562,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09010900,V-006,VS256803094091,BKK-PKT,Bangkok,shipped
720493251416,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09011079,V-006,VS256803098718,REMOTE,Bangkok,shipped
784193626454,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09011500,V-006,VS256803090335,HKT-FEST,Phuket,shipped
398909810553,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09011670,V-006,VS256803099754,REMOTE,Bangkok,shipped
1084503656788,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09012254,V-006,VS256803098223,REMOTE,Bangkok,shipped
852766963464,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09012700,V-006,VS256803099222,BKK-CTW,Bangkok,shipped
425063100517,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09012800,V-006,VS256803090932,UDN-CTRL,Udon Thani,shipped
887119479305,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09013323,V-006,VS256803091740,REMOTE,Bangkok,shipped
461046890401,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09013400,V-006,VS256803093617,BKK-SIAM,Bangkok,shipped
454963380534,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09013700,V-006,VS256803099314,BKK-EMSP,Bangkok,shipped
527223151041,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09017796,V-006,VS256803091391,REMOTE,Bangkok,shipped
975715844381,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09019100,V-006,VS256803095012,UDN-CTRL,Udon Thani,shipped
526441416343,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09019900,V-006,VS256803096486,CNX-MAYA,Chiang Mai,shipped
259728383428,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09020100,V-006,VS256803097404,CNX-MAYA,Chiang Mai,shipped
670559876786,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09021044,V-006,VS256803093991,REMOTE,Bangkok,shipped
380807344591,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09021800,V-006,VS256803093167,KKC-CTRL,Khon Kaen,shipped
771761352789,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09022800,V-006,VS256803098792,BKK-SIAM,Bangkok,shipped
328436540311,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09025300,V-006,VS256803092892,BKK-SIAM,Bangkok,shipped
283624653597,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09028100,V-006,VS256803092583,BKK-SIAM,Bangkok,shipped
901880490581,2025-03-09,2025-03-09,2026-01-15,TXN-202503-09028500,V-006,VS256803094598,CNX-MAYA,Chiang Mai,shipped
63734810428,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10000100,V-006,VS256803107197,BKK-PKT,Bangkok,shipped
773924697269,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10001100,V-006,VS256803109457,BKK-EMSP,Bangkok,shipped
1062707112630,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10001871,V-006,VS256803107242,REMOTE,Bangkok,shipped
874328202351,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10002175,V-006,VS256803104607,REMOTE,Bangkok,shipped
394065710841,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10002600,V-006,VS256803103457,PTY-CTRL,Chonburi,shipped
505561569780,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10003595,V-006,VS256803108954,REMOTE,Bangkok,shipped
56985390038,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10004600,V-006,VS256803102398,BKK-PKT,Bangkok,shipped
268041661990,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10004800,V-006,VS256803102412,BKK-R9,Bangkok,shipped
311730832236,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10005401,V-006,VS256803108212,REMOTE,Bangkok,shipped
831216429974,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10005443,V-006,VS256803103305,REMOTE,Bangkok,shipped
374621795817,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10005800,V-006,VS256803104170,BKK-R9,Bangkok,shipped
965437144566,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10005820,V-006,VS256803100871,REMOTE,Bangkok,shipped
276023724809,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10006224,V-006,VS256803105714,REMOTE,Bangkok,shipped
504925816659,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10007093,V-006,VS256803106726,REMOTE,Bangkok,shipped
47508755871,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10007200,V-006,VS256803106839,HKT-FEST,Phuket,shipped
966742308717,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10007800,V-006,VS256803106781,BKK-CTW,Bangkok,shipped
520042138910,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10009800,V-006,VS256803103484,BKK-CTW,Bangkok,shipped
33748077690,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10011300,V-006,VS256803104903,CNX-MAYA,Chiang Mai,shipped
689228869553,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10011500,V-006,VS256803105227,BKK-EMSP,Bangkok,shipped
110678695904,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10013824,V-006,VS256803100705,REMOTE,Bangkok,shipped
1064125740837,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10015372,V-006,VS256803101435,REMOTE,Bangkok,shipped
975366618839,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10015494,V-006,VS256803106736,REMOTE,Bangkok,shipped
62737748078,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10016700,V-006,VS256803106743,KKC-CTRL,Khon Kaen,shipped
138854266064,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10017700,V-006,VS256803104805,BKK-SIAM,Bangkok,shipped
1039890881209,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10017800,V-006,VS256803107876,UDN-CTRL,Udon Thani,shipped
640424507313,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10018200,V-006,VS256803108839,HKT-FEST,Phuket,shipped
132573263741,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10020700,V-006,VS256803104540,UDN-CTRL,Udon Thani,shipped
585136860209,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10021100,V-006,VS256803107928,BKK-CTW,Bangkok,shipped
102249317737,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10021600,V-006,VS256803104830,BKK-PKT,Bangkok,shipped
962379902765,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10024900,V-006,VS256803102870,PTY-CTRL,Chonburi,shipped
63218258210,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10025000,V-006,VS256803106326,BKK-CTW,Bangkok,shipped
615306761744,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10025070,V-006,VS256803106485,REMOTE,Bangkok,shipped
338473102048,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10025100,V-006,VS256803100905,UDN-CTRL,Udon Thani,shipped
989742608886,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10025600,V-006,VS256803109424,CNX-MAYA,Chiang Mai,shipped
494126442863,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10026900,V-006,VS256803102434,PTY-CTRL,Chonburi,shipped
267205355529,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10028400,V-006,VS256803108666,KKC-CTRL,Khon Kaen,shipped
1091412955459,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10028885,V-006,VS256803105849,REMOTE,Bangkok,shipped
1018323703709,2025-03-10,2025-03-10,2026-01-15,TXN-202503-10029600,V-006,VS256803109049,BKK-SIAM,Bangkok,shipped
812863719841,2025-03-11,2025-03-11,2026-01-15,TXN-202503-11001000,V-006,VS256803117578,BKK-EMSP,Bangkok,shipped
687808714691,2025-03-11,2025-03-11,2026-01-15,TXN-202503-11001236,V-006,VS256803117557,REMOTE,Bangkok,shipped
537298869116,2025-03-11,2025-03-11,2026-01-15,TXN-202503-11001758,V-006,VS256803117899,REMOTE,Bangkok,shipped
