txn_id,business_event_date,posting_date,effective_date,as_of_date,branch_code,customer_id,employee_id,channel,basket_total_thb,discount_total_thb,net_total_thb,shipping_charge_thb,shipping_method,promo_campaign_id,payment_method,payment_status,payment_due_date,payment_received_date,settlement_bank_txn_id,web_log_line_id,schema_version,is_b2b,retry_idempotency_marker
TXN-202505-20010400,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,CUST-L3-B2B-010400,,offline,109400.00,0.00,109400.00,0.00,standard,,bank_transfer,paid,2025-07-19,2025-07-19,BT-202507-213153493815,,2,true,
TXN-202505-20011010,2025-05-20,2025-05-20,,2026-01-15,BKK-PKT,,,offline,24900.00,0.00,24900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20011500,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,CUST-L3-B2B-011500,,offline,198100.00,0.00,198100.00,0.00,standard,,bank_transfer,paid,2025-06-19,2025-06-19,BT-202506-102331633675,,2,true,
TXN-202505-20011680,2025-05-20,2025-05-20,,2026-01-15,BKK-CTW,,,offline,116900.00,0.00,116900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20012000,2025-05-20,2025-05-20,,2026-01-15,BKK-EMSP,CUST-L3-B2B-012000,,offline,192700.00,0.00,192700.00,0.00,standard,,bank_transfer,paid,2025-07-19,2025-07-19,BT-202507-904888531452,,2,true,
TXN-202505-20012205,2025-05-20,2025-05-20,,2026-01-15,CNX-MAYA,,,offline,8500.00,0.00,8500.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20012428,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,,,offline,29900.00,0.00,29900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20012600,2025-05-20,2025-05-20,,2026-01-15,CNX-MAYA,CUST-L3-B2B-012600,,offline,138900.00,0.00,138900.00,0.00,standard,,bank_transfer,paid,2025-07-19,2025-07-19,BT-202507-78638686568,,2,true,
TXN-202505-20012618,2025-05-20,2025-05-20,,2026-01-15,HKT-FEST,,,offline,6900.00,0.00,6900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20012711,2025-05-20,2025-05-20,,2026-01-15,BKK-CTW,,,offline,55900.00,0.00,55900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20012717,2025-05-20,2025-05-20,,2026-01-15,BKK-CTW,,,offline,42900.00,0.00,42900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20012807,2025-05-20,2025-05-20,,2026-01-15,PTY-CTRL,,,offline,12900.00,0.00,12900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20012957,2025-05-20,2025-05-20,,2026-01-15,BKK-CTW,,,offline,12900.00,0.00,12900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20013182,2025-05-20,2025-05-20,,2026-01-15,PTY-CTRL,,,offline,24900.00,0.00,24900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20013313,2025-05-20,2025-05-20,,2026-01-15,UDN-CTRL,,,offline,181900.00,0.00,181900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20013597,2025-05-20,2025-05-20,,2026-01-15,PTY-CTRL,,,offline,8500.00,0.00,8500.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20013648,2025-05-20,2025-05-20,,2026-01-15,HKT-FEST,,,offline,6900.00,0.00,6900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20014097,2025-05-20,2025-05-20,,2026-01-15,BKK-CTW,,,offline,13800.00,0.00,13800.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20014144,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,,,offline,80800.00,0.00,80800.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20014305,2025-05-20,2025-05-20,,2026-01-15,PTY-CTRL,,,offline,42900.00,0.00,42900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20014991,2025-05-20,2025-05-20,,2026-01-15,PTY-CTRL,,,offline,8500.00,0.00,8500.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20015184,2025-05-20,2025-05-20,,2026-01-15,PTY-CTRL,,,offline,80800.00,0.00,80800.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20015548,2025-05-20,2025-05-20,,2026-01-15,BKK-CTW,,,offline,8500.00,0.00,8500.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20015800,2025-05-20,2025-05-20,,2026-01-15,BKK-CTW,CUST-L3-B2B-015800,,offline,125900.00,0.00,125900.00,0.00,standard,,bank_transfer,paid,2025-07-19,2025-07-27,BT-202507-76040204068,,2,true,
TXN-202505-20015806,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,,,offline,62800.00,0.00,62800.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202505-20015813,2025-05-20,2025-05-20,,2026-01-15,BKK-R9,,,offline,24900.00,0.00,24900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20015900,2025-05-20,2025-05-20,,2026-01-15,BKK-EMSP,CUST-L3-B2B-015900,,offline,259700.00,0.00,259700.00,0.00,standard,,bank_transfer,paid,2025-06-19,2025-06-19,BT-202506-830004565701,,2,true,
TXN-202505-20015938,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,,,offline,8500.00,0.00,8500.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202505-20016163,2025-05-20,2025-05-20,,2026-01-15,KKC-CTRL,,,offline,23800.00,0.00,23800.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20016324,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,,,offline,12900.00,0.00,12900.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202505-20016456,2025-05-20,2025-05-20,,2026-01-15,BKK-PKT,,,offline,29900.00,0.00,29900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20016465,2025-05-20,2025-05-20,,2026-01-15,REMOTE,,,online,12900.00,0.00,12900.00,0.00,express,,debit_card,paid,,,,web_20250520.jsonl:line30,2,false,
TXN-202505-20016501,2025-05-20,2025-05-20,,2026-01-15,HKT-FEST,,,offline,29900.00,0.00,29900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20016630,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,,,offline,55900.00,0.00,55900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20016738,2025-05-20,2025-05-20,,2026-01-15,BKK-R9,,,offline,6900.00,0.00,6900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20017797,2025-05-20,2025-05-20,,2026-01-15,CNX-MAYA,,,offline,18900.00,0.00,18900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20017869,2025-05-20,2025-05-20,,2026-01-15,PTY-CTRL,,,offline,6900.00,0.00,6900.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202505-20018040,2025-05-20,2025-05-20,,2026-01-15,REMOTE,,,online,188000.00,0.00,188000.00,0.00,express,,mobile_wallet,paid,,,,web_20250520.jsonl:line36,2,false,
TXN-202505-20018394,2025-05-20,2025-05-20,,2026-01-15,KKC-CTRL,,,offline,4900.00,0.00,4900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20018864,2025-05-20,2025-05-20,,2026-01-15,HKT-FEST,,,offline,15400.00,0.00,15400.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20019000,2025-05-20,2025-05-20,,2026-01-15,BKK-R9,CUST-L3-B2B-019000,,offline,106000.00,0.00,106000.00,0.00,standard,,bank_transfer,paid,2025-07-19,2025-07-19,BT-202507-432173864936,,2,true,
TXN-202505-20019070,2025-05-20,2025-05-20,,2026-01-15,BKK-CTW,,,offline,17000.00,0.00,17000.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20019084,2025-05-20,2025-05-20,,2026-01-15,BKK-EMSP,,,offline,24900.00,0.00,24900.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202505-20019170,2025-05-20,2025-05-20,,2026-01-15,CNX-MAYA,,,offline,6900.00,0.00,6900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20019315,2025-05-20,2025-05-20,,2026-01-15,CNX-MAYA,,,offline,54800.00,0.00,54800.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20019530,2025-05-20,2025-05-20,,2026-01-15,UDN-CTRL,,,offline,12900.00,0.00,12900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20019700,2025-05-20,2025-05-20,,2026-01-15,BKK-CTW,CUST-L3-B2B-019700,,offline,97500.00,0.00,97500.00,0.00,standard,,bank_transfer,paid,2025-06-19,2025-06-21,BT-202506-99251641426,,2,true,
TXN-202505-20019900,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,CUST-L3-B2B-019900,,offline,260100.00,0.00,260100.00,0.00,standard,,bank_transfer,paid,2025-06-19,2025-06-19,BT-202506-887077067069,,2,true,
TXN-202505-20020000,2025-05-20,2025-05-20,,2026-01-15,HKT-FEST,CUST-L3-B2B-020000,,offline,105200.00,0.00,105200.00,0.00,standard,,bank_transfer,paid,2025-07-19,2025-07-19,BT-202507-7440900205,,2,true,
TXN-202505-20020193,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,,,offline,29900.00,0.00,29900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20020322,2025-05-20,2025-05-20,,2026-01-15,CNX-MAYA,,,offline,38400.00,0.00,38400.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20020498,2025-05-20,2025-05-20,,2026-01-15,BKK-EMSP,,,offline,24900.00,0.00,24900.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202505-20020604,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,,,offline,13400.00,0.00,13400.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20020909,2025-05-20,2025-05-20,,2026-01-15,BKK-R9,,,offline,18900.00,0.00,18900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20020957,2025-05-20,2025-05-20,,2026-01-15,KKC-CTRL,,,offline,8500.00,0.00,8500.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20021000,2025-05-20,2025-05-20,,2026-01-15,BKK-R9,CUST-L3-B2B-021000,,offline,123200.00,0.00,123200.00,0.00,standard,,bank_transfer,paid,2025-07-19,2025-08-02,BT-202508-482564924125,,2,true,
TXN-202505-20021495,2025-05-20,2025-05-20,,2026-01-15,REMOTE,,,online,21400.00,0.00,21400.00,0.00,express,,mobile_wallet,paid,,,,web_20250520.jsonl:line42,2,false,
TXN-202505-20021699,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,,,offline,36800.00,0.00,36800.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20021700,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,CUST-L3-B2B-021700,,offline,131100.00,0.00,131100.00,0.00,standard,,bank_transfer,paid,2025-06-19,2025-06-19,BT-202506-582837522024,,2,true,
TXN-202505-20021901,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,,,offline,18900.00,0.00,18900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20021966,2025-05-20,2025-05-20,,2026-01-15,BKK-R9,,,offline,55900.00,0.00,55900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20021986,2025-05-20,2025-05-20,,2026-01-15,BKK-CTW,,,offline,55900.00,0.00,55900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20022000,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,CUST-L3-B2B-022000,,offline,143800.00,0.00,143800.00,0.00,standard,,bank_transfer,paid,2025-07-19,2025-07-19,BT-202507-186021009278,,2,true,
TXN-202505-20022078,2025-05-20,2025-05-20,,2026-01-15,HKT-FEST,,,offline,17800.00,0.00,17800.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202505-20022100,2025-05-20,2025-05-20,,2026-01-15,BKK-CTW,CUST-L3-B2B-022100,,offline,156100.00,0.00,156100.00,0.00,standard,,bank_transfer,paid,2025-06-19,2025-06-19,BT-202506-283798952201,,2,true,
TXN-202505-20022412,2025-05-20,2025-05-20,,2026-01-15,CNX-MAYA,,,offline,8500.00,0.00,8500.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202505-20022611,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,,,offline,69300.00,0.00,69300.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20022700,2025-05-20,2025-05-20,,2026-01-15,BKK-EMSP,CUST-L3-B2B-022700,,offline,226800.00,0.00,226800.00,0.00,standard,,bank_transfer,paid,2025-06-19,2025-06-19,BT-202506-820027303417,,2,true,
TXN-202505-20022878,2025-05-20,2025-05-20,,2026-01-15,BKK-R9,,,offline,141400.00,0.00,141400.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202505-20022902,2025-05-20,2025-05-20,,2026-01-15,CNX-MAYA,,,offline,4900.00,0.00,4900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20022948,2025-05-20,2025-05-20,,2026-01-15,BKK-PKT,,,offline,55900.00,0.00,55900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20023100,2025-05-20,2025-05-20,,2026-01-15,BKK-R9,CUST-L3-B2B-023100,,offline,171000.00,0.00,171000.00,0.00,standard,,bank_transfer,paid,2025-06-19,2025-06-25,BT-202506-219012100646,,2,true,
TXN-202505-20023500,2025-05-20,2025-05-20,,2026-01-15,CNX-MAYA,CUST-L3-B2B-023500,,offline,163500.00,0.00,163500.00,0.00,standard,,bank_transfer,paid,2025-06-19,2025-06-19,BT-202506-1070252685594,,2,true,
TXN-202505-20023666,2025-05-20,2025-05-20,,2026-01-15,REMOTE,,,online,8500.00,0.00,8500.00,0.00,express,,mobile_wallet,paid,,,,web_20250520.jsonl:line48,2,false,
TXN-202505-20023900,2025-05-20,2025-05-20,,2026-01-15,BKK-EMSP,CUST-L3-B2B-023900,,offline,76200.00,0.00,76200.00,0.00,standard,,bank_transfer,paid,2025-06-19,2025-06-28,BT-202506-73561282964,,2,true,
TXN-202505-20024030,2025-05-20,2025-05-20,,2026-01-15,BKK-R9,,,offline,4900.00,0.00,4900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20024293,2025-05-20,2025-05-20,,2026-01-15,BKK-CTW,,,offline,6900.00,0.00,6900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20024603,2025-05-20,2025-05-20,,2026-01-15,BKK-EMSP,,,offline,6900.00,0.00,6900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20024642,2025-05-20,2025-05-20,,2026-01-15,CNX-MAYA,,,offline,29900.00,0.00,29900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20024906,2025-05-20,2025-05-20,,2026-01-15,BKK-CTW,,,offline,83600.00,0.00,83600.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20025656,2025-05-20,2025-05-20,,2026-01-15,BKK-R9,,,offline,17800.00,0.00,17800.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20025796,2025-05-20,2025-05-20,,2026-01-15,CNX-MAYA,,,offline,55900.00,0.00,55900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-20025934,2025-05-20,2025-05-20,,2026-01-15,REMOTE,,,online,18900.00,0.00,18900.00,0.00,express,,credit_card,paid,,,,web_20250520.jsonl:line54,2,false,
TXN-202505-20026095,2025-05-20,2025-05-20,,2026-01-15,UDN-CTRL,,,offline,12900.00,0.00,12900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20026117,2025-05-20,2025-05-20,,2026-01-15,PTY-CTRL,,,offline,12900.00,0.00,12900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20026259,2025-05-20,2025-05-20,,2026-01-15,KKC-CTRL,,,offline,4900.00,0.00,4900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20026925,2025-05-20,2025-05-20,,2026-01-15,PTY-CTRL,,,offline,59800.00,0.00,59800.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20026963,2025-05-20,2025-05-20,,2026-01-15,BKK-R9,,,offline,9800.00,0.00,9800.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20027273,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,,,offline,107500.00,0.00,107500.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202505-20027339,2025-05-20,2025-05-20,,2026-01-15,KKC-CTRL,,,offline,74800.00,0.00,74800.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20027600,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,CUST-L3-B2B-027600,,offline,107000.00,0.00,107000.00,0.00,standard,,bank_transfer,paid,2025-07-19,2025-07-19,BT-202507-434595342694,,2,true,
TXN-202505-20027636,2025-05-20,2025-05-20,,2026-01-15,CNX-MAYA,,,offline,6900.00,0.00,6900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-20027948,2025-05-20,2025-05-20,,2026-01-15,KKC-CTRL,,,offline,200900.00,0.00,200900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20028163,2025-05-20,2025-05-20,,2026-01-15,PTY-CTRL,,,offline,13400.00,0.00,13400.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20028400,2025-05-20,2025-05-20,,2026-01-15,BKK-PKT,CUST-L3-B2B-028400,,offline,281800.00,0.00,281800.00,0.00,standard,,bank_transfer,paid,2025-07-19,2025-07-19,BT-202507-432607791358,,2,true,
TXN-202505-20028885,2025-05-20,2025-05-20,,2026-01-15,KKC-CTRL,,,offline,55700.00,0.00,55700.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202505-20029677,2025-05-20,2025-05-20,,2026-01-15,BKK-PKT,,,offline,101500.00,0.00,101500.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202505-20029726,2025-05-20,2025-05-20,,2026-01-15,HKT-FEST,,,offline,18900.00,0.00,18900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-20029797,2025-05-20,2025-05-20,,2026-01-15,BKK-SIAM,,,offline,34800.00,0.00,34800.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-21000102,2025-05-21,2025-05-21,,2026-01-15,BKK-CTW,,,offline,6900.00,0.00,6900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-21000103,2025-05-21,2025-05-21,,2026-01-15,BKK-PKT,,,offline,33400.00,0.00,33400.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-21000200,2025-05-21,2025-05-21,,2026-01-15,PTY-CTRL,CUST-L3-B2B-000200,,offline,153300.00,0.00,153300.00,0.00,standard,,bank_transfer,paid,2025-07-20,2025-07-20,BT-202507-617012605321,,2,true,
TXN-202505-21000700,2025-05-21,2025-05-21,,2026-01-15,BKK-EMSP,CUST-L3-B2B-000700,,offline,208000.00,0.00,208000.00,0.00,standard,,bank_transfer,paid,2025-06-20,2025-06-20,BT-202506-952958031102,,2,true,
TXN-202505-21000955,2025-05-21,2025-05-21,,2026-01-15,BKK-CTW,,,offline,37800.00,0.00,37800.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-21001350,2025-05-21,2025-05-21,,2026-01-15,CNX-MAYA,,,offline,12900.00,0.00,12900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-21001411,2025-05-21,2025-05-21,,2026-01-15,BKK-EMSP,,,offline,12900.00,0.00,12900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-21001450,2025-05-21,2025-05-21,,2026-01-15,CNX-MAYA,,,offline,24900.00,0.00,24900.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202505-21002105,2025-05-21,2025-05-21,,2026-01-15,BKK-PKT,,,offline,76200.00,0.00,76200.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-21002239,2025-05-21,2025-05-21,,2026-01-15,HKT-FEST,,,offline,6900.00,0.00,6900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-21002249,2025-05-21,2025-05-21,,2026-01-15,BKK-PKT,,,offline,12900.00,0.00,12900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-21002383,2025-05-21,2025-05-21,,2026-01-15,KKC-CTRL,,,offline,138400.00,0.00,138400.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-21002431,2025-05-21,2025-05-21,,2026-01-15,BKK-EMSP,,,offline,24900.00,0.00,24900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-21002489,2025-05-21,2025-05-21,,2026-01-15,REMOTE,,,online,55900.00,0.00,55900.00,0.00,express,,credit_card,paid,,,,web_20250521.jsonl:line6,2,false,
TXN-202505-21002533,2025-05-21,2025-05-21,,2026-01-15,BKK-SIAM,,,offline,130700.00,0.00,130700.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-21002576,2025-05-21,2025-05-21,,2026-01-15,CNX-MAYA,,,offline,18900.00,0.00,18900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-21003293,2025-05-21,2025-05-21,,2026-01-15,BKK-EMSP,,,offline,42800.00,0.00,42800.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-21003486,2025-05-21,2025-05-21,,2026-01-15,CNX-MAYA,,,offline,37800.00,0.00,37800.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-21003965,2025-05-21,2025-05-21,,2026-01-15,BKK-SIAM,,,offline,55900.00,0.00,55900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-21004517,2025-05-21,2025-05-21,,2026-01-15,UDN-CTRL,,,offline,55900.00,0.00,55900.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-21004618,2025-05-21,2025-05-21,,2026-01-15,REMOTE,,,online,167700.00,0.00,167700.00,0.00,express,,credit_card,paid,,,,web_20250521.jsonl:line12,2,false,
TXN-202505-21004736,2025-05-21,2025-05-21,,2026-01-15,BKK-CTW,,,offline,21400.00,0.00,21400.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-21004851,2025-05-21,2025-05-21,,2026-01-15,HKT-FEST,,,offline,55900.00,0.00,55900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-21004900,2025-05-21,2025-05-21,,2026-01-15,BKK-CTW,CUST-L3-B2B-004900,,offline,303300.00,0.00,303300.00,0.00,standard,,bank_transfer,paid,2025-06-20,2025-07-04,BT-202507-58203610206,,2,true,
TXN-202505-21005136,2025-05-21,2025-05-21,,2026-01-15,BKK-PKT,,,offline,13400.00,0.00,13400.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-21005237,2025-05-21,2025-05-21,,2026-01-15,CNX-MAYA,,,offline,97700.00,0.00,97700.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-21005312,2025-05-21,2025-05-21,,2026-01-15,BKK-SIAM,,,offline,37800.00,0.00,37800.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-21005333,2025-05-21,2025-05-21,,2026-01-15,KKC-CTRL,,,offline,18900.00,0.00,18900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-21005355,2025-05-21,2025-05-21,,2026-01-15,REMOTE,,,online,62800.00,0.00,62800.00,0.00,express,,credit_card,paid,,,,web_20250521.jsonl:line18,2,false,
TXN-202505-21005400,2025-05-21,2025-05-21,,2026-01-15,PTY-CTRL,CUST-L3-B2B-005400,,offline,289200.00,0.00,289200.00,0.00,standard,,bank_transfer,paid,2025-07-20,2025-07-20,BT-202507-173137579785,,2,true,
TXN-202505-21005514,2025-05-21,2025-05-21,,2026-01-15,BKK-CTW,,,offline,8500.00,0.00,8500.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-21005586,2025-05-21,2025-05-21,,2026-01-15,CNX-MAYA,,,offline,4900.00,0.00,4900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-21005900,2025-05-21,2025-05-21,,2026-01-15,BKK-R9,CUST-L3-B2B-005900,,offline,121900.00,0.00,121900.00,0.00,standard,,bank_transfer,paid,2025-06-20,2025-06-20,BT-202506-170541838120,,2,true,
TXN-202505-21006100,2025-05-21,2025-05-21,,2026-01-15,BKK-SIAM,CUST-L3-B2B-006100,,offline,240100.00,0.00,240100.00,0.00,standard,,bank_transfer,paid,2025-06-20,2025-06-20,BT-202506-1032147154437,,2,true,
TXN-202505-21006426,2025-05-21,2025-05-21,,2026-01-15,BKK-R9,,,offline,24900.00,0.00,24900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-21006446,2025-05-21,2025-05-21,,2026-01-15,BKK-R9,,,offline,24900.00,0.00,24900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-21006449,2025-05-21,2025-05-21,,2026-01-15,BKK-PKT,,,offline,8500.00,0.00,8500.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-21006519,2025-05-21,2025-05-21,,2026-01-15,REMOTE,,,online,18900.00,0.00,18900.00,0.00,express,,debit_card,paid,,,,web_20250521.jsonl:line24,2,false,
TXN-202505-21006871,2025-05-21,2025-05-21,,2026-01-15,PTY-CTRL,,,offline,19800.00,0.00,19800.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-21006893,2025-05-21,2025-05-21,,2026-01-15,BKK-SIAM,,,offline,4900.00,0.00,4900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-21006985,2025-05-21,2025-05-21,,2026-01-15,BKK-CTW,,,offline,6900.00,0.00,6900.00,0.00,standard,,credit_card,paid,,,,,2,false,
TXN-202505-21007040,2025-05-21,2025-05-21,,2026-01-15,BKK-EMSP,,,offline,15400.00,0.00,15400.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202505-21007148,2025-05-21,2025-05-21,,2026-01-15,BKK-PKT,,,offline,15400.00,0.00,15400.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-21007399,2025-05-21,2025-05-21,,2026-01-15,BKK-PKT,,,offline,6900.00,0.00,6900.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-21007844,2025-05-21,2025-05-21,,2026-01-15,HKT-FEST,,,offline,62800.00,0.00,62800.00,0.00,standard,,cash,paid,,,,,2,false,
TXN-202505-21008584,2025-05-21,2025-05-21,,2026-01-15,REMOTE,,,online,8500.00,0.00,8500.00,0.00,express,,credit_card,paid,,,,web_20250521.jsonl:line30,2,false,
TXN-202505-21008699,2025-05-21,2025-05-21,,2026-01-15,BKK-EMSP,,,offline,29900.00,0.00,29900.00,0.00,standard,,debit_card,paid,,,,,2,false,
TXN-202505-21008700,2025-05-21,2025-05-21,,2026-01-15,CNX-MAYA,CUST-L3-B2B-008700,,offline,52600.00,0.00,52600.00,0.00,standard,,bank_transfer,paid,2025-06-20,2025-06-20,BT-202506-727481016870,,2,true,
TXN-202505-21008817,2025-05-21,2025-05-21,,2026-01-15,CNX-MAYA,,,offline,17800.00,0.00,17800.00,0.00,standard,,mobile_wallet,paid,,,,,2,false,
TXN-202505-21008874,2025-05-21,2025-05-21,,2026-01-15,BKK-PKT,,,offline,4900.00,0.00,4900.00,0.00,standard,,credit_card,paid,,,,,2,false,
