cs_interaction_id,business_event_date,posting_date,effective_date,as_of_date,customer_id,employee_id,branch_code,channel,interaction_type,resolution_type,related_refund_id,related_warranty_claim_id,chat_session_id
CSI-202503-16204301,2025-03-27,2025-03-27,,2026-01-15,CUST-L3-020830,EMP-L3-00103,BKK-R9,in_person,warranty_claim,open,,WC-202503-27020830,
CSI-202503-7565345,2025-03-27,2025-03-27,,2026-01-15,CUST-L3-022331,EMP-L3-00109,BKK-R9,in_person,refund_request,resolved,RFD-202503-27022331,,
CSI-202503-10680626,2025-03-27,2025-03-27,,2026-01-15,CUST-L3-023792,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202503-27023792,,
CSI-202503-5837589,2025-03-27,2025-03-27,,2026-01-15,CUST-L3-025797,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202503-27025797,,
CSI-202503-8182557,2025-03-27,2025-03-27,,2026-01-15,CUST-L3-026234,EMP-L3-00127,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-03-27-05534a
CSI-202503-9013491,2025-03-27,2025-03-27,,2026-01-15,CUST-L3-026242,EMP-L3-00133,BKK-R9,in_person,refund_request,resolved,RFD-202503-27026242,,
CSI-202503-15874293,2025-03-27,2025-03-27,,2026-01-15,CUST-L3-026304,EMP-L3-00139,BKK-R9,in_person,refund_request,resolved,RFD-202503-27026304,,
CSI-202503-8079127,2025-03-27,2025-03-27,,2026-01-15,CUST-L3-026381,EMP-L3-00145,BKK-R9,in_person,refund_request,resolved,RFD-202503-27026381,,
CSI-202503-9424562,2025-03-27,2025-03-27,,2026-01-15,CUST-L3-026517,EMP-L3-00151,BKK-R9,in_person,refund_request,resolved,RFD-202503-27026517,,
CSI-202503-10728583,2025-03-27,2025-03-27,,2026-01-15,CUST-L3-028579,EMP-L3-00157,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-03-27-a2e720
CSI-202503-15964926,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-001747,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202503-28001747,,
CSI-202503-711826,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-006934,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202503-28006934,,
CSI-202503-3069177,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-007279,EMP-L3-00025,BKK-R9,in_person,warranty_claim,open,,WC-202503-28007279,
CSI-202503-7603332,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-007298,EMP-L3-00031,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-03-28-1fa0ba
CSI-202503-14252582,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-008393,EMP-L3-00037,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-03-28-e9ff5f
CSI-202503-10149485,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-010439,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202503-28010439,,
CSI-202503-5752663,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-010796,EMP-L3-00049,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-03-28-585a57
CSI-202503-471173,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-013419,EMP-L3-00055,BKK-R9,in_person,warranty_claim,open,,WC-202503-28013419,
CSI-202503-15179303,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-014659,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202503-28014659,,
CSI-202503-7843541,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-021752,EMP-L3-00067,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-03-28-685212
CSI-202503-15366160,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-023326,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202503-28023326,,
CSI-202503-378989,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-025488,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202503-28025488,,
CSI-202503-10213885,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-025697,EMP-L3-00085,BKK-R9,in_person,refund_request,resolved,RFD-202503-28025697,,
CSI-202503-2929489,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-027123,EMP-L3-00091,BKK-R9,in_person,warranty_claim,open,,WC-202503-28027123,
CSI-202503-3442495,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-027678,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202503-28027678,,
CSI-202503-13554972,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-029043,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202503-28029043,,
CSI-202503-14255453,2025-03-28,2025-03-28,,2026-01-15,CUST-L3-029043,EMP-L3-00109,BKK-R9,in_person,warranty_claim,open,,WC-202503-28029043,
CSI-202503-6214068,2025-03-29,2025-03-29,,2026-01-15,CUST-L3-002282,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202503-29002282,,
CSI-202503-8761339,2025-03-29,2025-03-29,,2026-01-15,CUST-L3-002560,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202503-29002560,,
CSI-202503-14352926,2025-03-29,2025-03-29,,2026-01-15,CUST-L3-003932,EMP-L3-00025,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-03-29-fae594
CSI-202503-8894140,2025-03-29,2025-03-29,,2026-01-15,CUST-L3-005776,EMP-L3-00031,BKK-R9,in_person,warranty_claim,open,,WC-202503-29005776,
CSI-202503-15369855,2025-03-29,2025-03-29,,2026-01-15,CUST-L3-013874,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202503-29013874,,
CSI-202503-10754151,2025-03-29,2025-03-29,,2026-01-15,CUST-L3-013874,EMP-L3-00043,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-03-29-006704
CSI-202503-3569438,2025-03-29,2025-03-29,,2026-01-15,CUST-L3-016346,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202503-29016346,,
CSI-202503-4479306,2025-03-29,2025-03-29,,2026-01-15,CUST-L3-016346,EMP-L3-00055,BKK-R9,in_person,warranty_claim,open,,WC-202503-29016346,
CSI-202503-11568467,2025-03-29,2025-03-29,,2026-01-15,CUST-L3-020150,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202503-29020150,,
CSI-202503-10085139,2025-03-29,2025-03-29,,2026-01-15,CUST-L3-021429,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202503-29021429,,
CSI-202503-15052781,2025-03-29,2025-03-29,,2026-01-15,CUST-L3-024997,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202503-29024997,,
CSI-202503-6676866,2025-03-29,2025-03-29,,2026-01-15,CUST-L3-025256,EMP-L3-00079,BKK-R9,in_person,warranty_claim,open,,WC-202503-29025256,
CSI-202503-14585441,2025-03-29,2025-03-29,,2026-01-15,CUST-L3-025786,EMP-L3-00085,BKK-R9,in_person,warranty_claim,open,,WC-202503-29025786,
CSI-202503-7347375,2025-03-29,2025-03-29,,2026-01-15,CUST-L3-026006,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202503-29026006,,
CSI-202503-1464699,2025-03-29,2025-03-29,,2026-01-15,CUST-L3-027239,EMP-L3-00097,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-03-29-0dea6d
CSI-202503-12442601,2025-03-30,2025-03-30,,2026-01-15,CUST-L3-011348,EMP-L3-00010,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-03-30-c9f749
CSI-202503-987176,2025-03-30,2025-03-30,,2026-01-15,CUST-L3-012643,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202503-30012643,,
CSI-202503-1500846,2025-03-30,2025-03-30,,2026-01-15,CUST-L3-013615,EMP-L3-00025,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-03-30-8802d2
CSI-202503-11728446,2025-03-30,2025-03-30,,2026-01-15,CUST-L3-018545,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202503-30018545,,
CSI-202503-14957764,2025-03-30,2025-03-30,,2026-01-15,CUST-L3-021162,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202503-30021162,,
CSI-202503-15853666,2025-03-30,2025-03-30,,2026-01-15,CUST-L3-021538,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202503-30021538,,
CSI-202503-10725358,2025-03-30,2025-03-30,,2026-01-15,CUST-L3-023980,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202503-30023980,,
CSI-202503-710313,2025-03-30,2025-03-30,,2026-01-15,CUST-L3-024753,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202503-30024753,,
CSI-202503-11748358,2025-03-30,2025-03-30,,2026-01-15,CUST-L3-024981,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202503-30024981,,
CSI-202503-15259930,2025-03-30,2025-03-30,,2026-01-15,CUST-L3-025048,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202503-30025048,,
CSI-202503-5414634,2025-03-31,2025-03-31,,2026-01-15,CUST-L3-002125,EMP-L3-00010,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-03-31-8e1287
CSI-202503-4381410,2025-03-31,2025-03-31,,2026-01-15,CUST-L3-002160,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202503-31002160,,
CSI-202503-3821148,2025-03-31,2025-03-31,,2026-01-15,CUST-L3-008207,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202503-31008207,,
CSI-202503-16749334,2025-03-31,2025-03-31,,2026-01-15,CUST-L3-008868,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202503-31008868,,
CSI-202503-7858641,2025-03-31,2025-03-31,,2026-01-15,CUST-L3-010762,EMP-L3-00037,BKK-R9,in_person,warranty_claim,open,,WC-202503-31010762,
CSI-202503-6765405,2025-03-31,2025-03-31,,2026-01-15,CUST-L3-010899,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202503-31010899,,
CSI-202503-16136270,2025-03-31,2025-03-31,,2026-01-15,CUST-L3-011575,EMP-L3-00049,BKK-R9,in_person,warranty_claim,open,,WC-202503-31011575,
CSI-202503-16035568,2025-03-31,2025-03-31,,2026-01-15,CUST-L3-017082,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202503-31017082,,
CSI-202503-16443217,2025-03-31,2025-03-31,,2026-01-15,CUST-L3-018614,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202503-31018614,,
CSI-202503-5623750,2025-03-31,2025-03-31,,2026-01-15,CUST-L3-022021,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202503-31022021,,
CSI-202503-2251576,2025-03-31,2025-03-31,,2026-01-15,CUST-L3-024358,EMP-L3-00073,BKK-R9,in_person,warranty_claim,open,,WC-202503-31024358,
CSI-202503-8329698,2025-03-31,2025-03-31,,2026-01-15,CUST-L3-024484,EMP-L3-00079,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-03-31-8adc86
CSI-202503-3671301,2025-03-31,2025-03-31,,2026-01-15,CUST-L3-025464,EMP-L3-00085,BKK-R9,in_person,warranty_claim,open,,WC-202503-31025464,
CSI-202503-11726818,2025-03-31,2025-03-31,,2026-01-15,CUST-L3-029758,EMP-L3-00091,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-03-31-4ba6c6
CSI-202504-2354907,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-001294,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202504-01001294,,
CSI-202504-2339994,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-001634,EMP-L3-00019,BKK-R9,in_person,warranty_claim,open,,WC-202504-01001634,
CSI-202504-5227515,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-003385,EMP-L3-00025,BKK-R9,in_person,warranty_claim,open,,WC-202504-01003385,
CSI-202504-740408,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-006218,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202504-01006218,,
CSI-202504-9056792,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-007415,EMP-L3-00037,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-01-571685
CSI-202504-2287967,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-007958,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202504-01007958,,
CSI-202504-9916152,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-008858,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202504-01008858,,
CSI-202504-12320910,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-008858,EMP-L3-00055,BKK-R9,in_person,warranty_claim,open,,WC-202504-01008858,
CSI-202504-12104078,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-012029,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202504-01012029,,
CSI-202504-16468887,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-013049,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202504-01013049,,
CSI-202504-11588103,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-013498,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202504-01013498,,
CSI-202504-10564344,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-013952,EMP-L3-00079,BKK-R9,in_person,warranty_claim,open,,WC-202504-01013952,
CSI-202504-8999586,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-015260,EMP-L3-00085,BKK-R9,in_person,warranty_claim,open,,WC-202504-01015260,
CSI-202504-10366855,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-015883,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202504-01015883,,
CSI-202504-7674784,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-017186,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202504-01017186,,
CSI-202504-3364919,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-018288,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202504-01018288,,
CSI-202504-15426750,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-020109,EMP-L3-00109,BKK-R9,in_person,warranty_claim,open,,WC-202504-01020109,
CSI-202504-10071421,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-021248,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202504-01021248,,
CSI-202504-12884981,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-021603,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202504-01021603,,
CSI-202504-13937228,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-022607,EMP-L3-00127,BKK-R9,in_person,refund_request,resolved,RFD-202504-01022607,,
CSI-202504-5168569,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-025362,EMP-L3-00133,BKK-R9,in_person,refund_request,resolved,RFD-202504-01025362,,
CSI-202504-4078490,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-026180,EMP-L3-00139,BKK-R9,in_person,warranty_claim,open,,WC-202504-01026180,
CSI-202504-13514052,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-026194,EMP-L3-00145,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-01-c61204
CSI-202504-10620160,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-027216,EMP-L3-00151,BKK-R9,in_person,refund_request,resolved,RFD-202504-01027216,,
CSI-202504-2318937,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-027719,EMP-L3-00157,BKK-R9,in_person,refund_request,resolved,RFD-202504-01027719,,
CSI-202504-4866578,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-028123,EMP-L3-00163,BKK-R9,in_person,refund_request,resolved,RFD-202504-01028123,,
CSI-202504-9777841,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-028123,EMP-L3-00169,BKK-R9,in_person,warranty_claim,open,,WC-202504-01028123,
CSI-202504-11233055,2025-04-01,2025-04-01,,2026-01-15,CUST-L3-029456,EMP-L3-00175,BKK-R9,in_person,refund_request,resolved,RFD-202504-01029456,,
CSI-202504-10705692,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-000481,EMP-L3-00010,BKK-R9,in_person,warranty_claim,open,,WC-202504-02000481,
CSI-202504-16006375,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-001036,EMP-L3-00019,BKK-R9,in_person,warranty_claim,open,,WC-202504-02001036,
CSI-202504-16748001,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-001667,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202504-02001667,,
CSI-202504-1812082,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-003699,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202504-02003699,,
CSI-202504-12962246,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-003865,EMP-L3-00037,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-02-2e3581
CSI-202504-6634818,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-004336,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202504-02004336,,
CSI-202504-2376230,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-004418,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202504-02004418,,
CSI-202504-2013725,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-004640,EMP-L3-00055,BKK-R9,in_person,refund_request,resolved,RFD-202504-02004640,,
CSI-202504-4020548,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-010516,EMP-L3-00061,BKK-R9,in_person,refund_request,resolved,RFD-202504-02010516,,
CSI-202504-986403,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-012340,EMP-L3-00067,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-02-13ab6c
CSI-202504-11050397,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-014317,EMP-L3-00073,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-02-74bca0
CSI-202504-16079172,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-014573,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202504-02014573,,
CSI-202504-673710,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-014573,EMP-L3-00085,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-02-8de0b2
CSI-202504-1177955,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-014947,EMP-L3-00091,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-02-db8b0d
CSI-202504-2913358,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-019111,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202504-02019111,,
CSI-202504-14031263,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-022059,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202504-02022059,,
CSI-202504-16090016,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-023413,EMP-L3-00109,BKK-R9,in_person,refund_request,resolved,RFD-202504-02023413,,
CSI-202504-6194503,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-024481,EMP-L3-00115,BKK-R9,in_person,refund_request,resolved,RFD-202504-02024481,,
CSI-202504-11550372,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-027360,EMP-L3-00121,BKK-R9,in_person,refund_request,resolved,RFD-202504-02027360,,
CSI-202504-2113741,2025-04-02,2025-04-02,,2026-01-15,CUST-L3-028127,EMP-L3-00127,BKK-R9,in_person,refund_request,resolved,RFD-202504-02028127,,
CSI-202504-2837904,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-002995,EMP-L3-00010,BKK-R9,in_person,warranty_claim,open,,WC-202504-03002995,
CSI-202504-9747856,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-004223,EMP-L3-00019,BKK-R9,in_person,warranty_claim,open,,WC-202504-03004223,
CSI-202504-4093860,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-005726,EMP-L3-00025,BKK-R9,in_person,refund_request,resolved,RFD-202504-03005726,,
CSI-202504-13529847,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-007691,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202504-03007691,,
CSI-202504-9883965,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-011654,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202504-03011654,,
CSI-202504-1682399,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-017243,EMP-L3-00043,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-03-a478c1
CSI-202504-12224064,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-018873,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202504-03018873,,
CSI-202504-6225066,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-019948,EMP-L3-00055,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-03-8beb52
CSI-202504-1436077,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-020861,EMP-L3-00061,BKK-R9,in_person,warranty_claim,open,,WC-202504-03020861,
CSI-202504-4008997,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-020861,EMP-L3-00067,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-03-70a3b4
CSI-202504-15783691,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-023997,EMP-L3-00073,BKK-R9,in_person,warranty_claim,open,,WC-202504-03023997,
CSI-202504-2528112,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-024202,EMP-L3-00079,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-03-2ff8ef
CSI-202504-2570200,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-024291,EMP-L3-00085,BKK-R9,in_person,warranty_claim,open,,WC-202504-03024291,
CSI-202504-11559045,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-027104,EMP-L3-00091,BKK-R9,in_person,refund_request,resolved,RFD-202504-03027104,,
CSI-202504-16533925,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-028391,EMP-L3-00097,BKK-R9,in_person,refund_request,resolved,RFD-202504-03028391,,
CSI-202504-16612848,2025-04-03,2025-04-03,,2026-01-15,CUST-L3-029066,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202504-03029066,,
CSI-202504-13125032,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-000789,EMP-L3-00010,BKK-R9,in_person,refund_request,resolved,RFD-202504-04000789,,
CSI-202504-7439148,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-002309,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202504-04002309,,
CSI-202504-12096540,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-005289,EMP-L3-00025,BKK-R9,in_person,warranty_claim,open,,WC-202504-04005289,
CSI-202504-157928,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-005549,EMP-L3-00031,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-04-094f11
CSI-202504-7897090,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-005555,EMP-L3-00037,BKK-R9,in_person,warranty_claim,open,,WC-202504-04005555,
CSI-202504-10013493,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-005555,EMP-L3-00043,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-04-408fcb
CSI-202504-8737259,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-009799,EMP-L3-00049,BKK-R9,in_person,refund_request,resolved,RFD-202504-04009799,,
CSI-202504-7480112,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-011794,EMP-L3-00055,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-04-d450c8
CSI-202504-10414544,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-013243,EMP-L3-00061,BKK-R9,in_person,warranty_claim,open,,WC-202504-04013243,
CSI-202504-14288257,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-015617,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202504-04015617,,
CSI-202504-9137635,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-016972,EMP-L3-00073,BKK-R9,in_person,refund_request,resolved,RFD-202504-04016972,,
CSI-202504-10190266,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-017728,EMP-L3-00079,BKK-R9,in_person,refund_request,resolved,RFD-202504-04017728,,
CSI-202504-2042784,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-020606,EMP-L3-00085,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-04-adbb62
CSI-202504-9042968,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-022189,EMP-L3-00091,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-04-4f69b9
CSI-202504-9427661,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-023746,EMP-L3-00097,BKK-R9,in_person,warranty_claim,open,,WC-202504-04023746,
CSI-202504-16500318,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-023955,EMP-L3-00103,BKK-R9,in_person,refund_request,resolved,RFD-202504-04023955,,
CSI-202504-8300975,2025-04-04,2025-04-04,,2026-01-15,CUST-L3-029082,EMP-L3-00109,BKK-R9,in_person,warranty_claim,open,,WC-202504-04029082,
CSI-202504-8632344,2025-04-05,2025-04-05,,2026-01-15,CUST-L3-003336,EMP-L3-00010,BKK-R9,in_person,warranty_claim,open,,WC-202504-05003336,
CSI-202504-5759326,2025-04-05,2025-04-05,,2026-01-15,CUST-L3-003363,EMP-L3-00019,BKK-R9,in_person,refund_request,resolved,RFD-202504-05003363,,
CSI-202504-14392813,2025-04-05,2025-04-05,,2026-01-15,CUST-L3-003577,EMP-L3-00025,BKK-R9,in_person,warranty_claim,open,,WC-202504-05003577,
CSI-202504-12519501,2025-04-05,2025-04-05,,2026-01-15,CUST-L3-008677,EMP-L3-00031,BKK-R9,in_person,refund_request,resolved,RFD-202504-05008677,,
CSI-202504-7010985,2025-04-05,2025-04-05,,2026-01-15,CUST-L3-008734,EMP-L3-00037,BKK-R9,in_person,refund_request,resolved,RFD-202504-05008734,,
CSI-202504-10748883,2025-04-05,2025-04-05,,2026-01-15,CUST-L3-009229,EMP-L3-00043,BKK-R9,in_person,refund_request,resolved,RFD-202504-05009229,,
CSI-202504-2950990,2025-04-05,2025-04-05,,2026-01-15,CUST-L3-009497,EMP-L3-00049,BKK-R9,in_person,warranty_claim,open,,WC-202504-05009497,
CSI-202504-10959670,2025-04-05,2025-04-05,,2026-01-15,CUST-L3-012329,EMP-L3-00055,BKK-R9,line_oa,chat_general,open,,,CHAT-LO-2025-04-05-9649bc
CSI-202504-7039153,2025-04-05,2025-04-05,,2026-01-15,CUST-L3-014549,EMP-L3-00061,BKK-R9,in_person,warranty_claim,open,,WC-202504-05014549,
CSI-202504-2497696,2025-04-05,2025-04-05,,2026-01-15,CUST-L3-017670,EMP-L3-00067,BKK-R9,in_person,refund_request,resolved,RFD-202504-05017670,,
CSI-202504-8456350,2025-04-05,2025-04-05,,2026-01-15,CUST-L3-022286,EMP-L3-00073,BKK-R9,in_person,warranty_claim,open,,WC-202504-05022286,
CSI-202504-986853,2025-04-05,2025-04-05,,2026-01-15,CUST-L3-022834,EMP-L3-00079,BKK-R9,in_person,warranty_claim,open,,WC-202504-05022834,
