bank_txn_id,business_event_date,posting_date,effective_date,as_of_date,account_id,transaction_type,counterparty,related_entity_id,related_entity_table,amount_thb,balance_after_thb,description
BT-202507-377072177378,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00403,672607414914,FACT_PAYROLL,-39150.00,1378748050.00,Payroll 2025-07 EMP-L3-00403
BT-202507-1044125171246,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00404,609186608026,FACT_PAYROLL,-39150.00,1385912300.00,Payroll 2025-07 EMP-L3-00404
BT-202507-788147975064,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00405,639491505908,FACT_PAYROLL,-39150.00,1369558450.00,Payroll 2025-07 EMP-L3-00405
BT-202507-682852244174,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00406,129254398319,FACT_PAYROLL,-39150.00,1372608650.00,Payroll 2025-07 EMP-L3-00406
BT-202507-520418410619,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00407,349014209531,FACT_PAYROLL,-39150.00,1375736450.00,Payroll 2025-07 EMP-L3-00407
BT-202507-196606623263,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00408,727955717157,FACT_PAYROLL,-39150.00,1383073300.00,Payroll 2025-07 EMP-L3-00408
BT-202507-882039107973,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00409,322898745721,FACT_PAYROLL,-39150.00,1367996300.00,Payroll 2025-07 EMP-L3-00409
BT-202507-320788647304,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00410,988226638114,FACT_PAYROLL,-39150.00,1380275200.00,Payroll 2025-07 EMP-L3-00410
BT-202507-1068190463178,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00411,96473767484,FACT_PAYROLL,-39150.00,1385285900.00,Payroll 2025-07 EMP-L3-00411
BT-202507-53432436828,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00412,826394929557,FACT_PAYROLL,-39150.00,1375344950.00,Payroll 2025-07 EMP-L3-00412
BT-202507-971532196869,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00413,1001234982952,FACT_PAYROLL,-39150.00,1366249250.00,Payroll 2025-07 EMP-L3-00413
BT-202507-922316827288,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00414,629285105436,FACT_PAYROLL,-39150.00,1367137400.00,Payroll 2025-07 EMP-L3-00414
BT-202507-231409580687,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00415,658883425224,FACT_PAYROLL,-39150.00,1381868900.00,Payroll 2025-07 EMP-L3-00415
BT-202507-728567606829,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00416,136351173161,FACT_PAYROLL,-39150.00,1371219500.00,Payroll 2025-07 EMP-L3-00416
BT-202507-661459369705,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00417,359386631695,FACT_PAYROLL,-39150.00,1372843550.00,Payroll 2025-07 EMP-L3-00417
BT-202507-532091016483,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00418,309619417842,FACT_PAYROLL,-39150.00,1375462400.00,Payroll 2025-07 EMP-L3-00418
BT-202507-784123655531,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00419,1020324887070,FACT_PAYROLL,-39150.00,1369675900.00,Payroll 2025-07 EMP-L3-00419
BT-202507-72500461688,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00420,94374995634,FACT_PAYROLL,-39150.00,1371376100.00,Payroll 2025-07 EMP-L3-00420
BT-202507-399024058361,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00421,152110917651,FACT_PAYROLL,-39150.00,1378278250.00,Payroll 2025-07 EMP-L3-00421
BT-202507-607228919274,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00422,514799018416,FACT_PAYROLL,-39150.00,1373621050.00,Payroll 2025-07 EMP-L3-00422
BT-202507-462040998385,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00423,936161899163,FACT_PAYROLL,-39150.00,1377511100.00,Payroll 2025-07 EMP-L3-00423
BT-202507-523696313220,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00424,870075553965,FACT_PAYROLL,-39150.00,1375697300.00,Payroll 2025-07 EMP-L3-00424
BT-202507-1082910260530,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00425,83833744705,FACT_PAYROLL,-39150.00,1385051000.00,Payroll 2025-07 EMP-L3-00425
BT-202507-718690708905,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00426,978904579637,FACT_PAYROLL,-39150.00,1371551600.00,Payroll 2025-07 EMP-L3-00426
BT-202507-73403109635,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00427,482003122422,FACT_PAYROLL,-39150.00,1371023750.00,Payroll 2025-07 EMP-L3-00427
BT-202507-189869427411,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00428,1023609335866,FACT_PAYROLL,-39150.00,1383190750.00,Payroll 2025-07 EMP-L3-00428
BT-202507-1025479940676,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00429,1036703239994,FACT_PAYROLL,-39150.00,1386342950.00,Payroll 2025-07 EMP-L3-00429
BT-202507-916677598452,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00430,162441911254,FACT_PAYROLL,-39150.00,1367333150.00,Payroll 2025-07 EMP-L3-00430
BT-202507-842093234001,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00431,969673394917,FACT_PAYROLL,-39150.00,1368789250.00,Payroll 2025-07 EMP-L3-00431
BT-202507-420780298405,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00432,13344851418,FACT_PAYROLL,-39150.00,1378333250.00,Payroll 2025-07 EMP-L3-00432
BT-202507-17415515068,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00433,890377475391,FACT_PAYROLL,-39150.00,1383345900.00,Payroll 2025-07 EMP-L3-00433
BT-202507-980565606380,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00434,766405454177,FACT_PAYROLL,-39150.00,1365937350.00,Payroll 2025-07 EMP-L3-00434
BT-202507-567124502861,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00435,653938995519,FACT_PAYROLL,-39150.00,1374834700.00,Payroll 2025-07 EMP-L3-00435
BT-202507-17874213869,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00436,259740543129,FACT_PAYROLL,-39150.00,1383189300.00,Payroll 2025-07 EMP-L3-00436
BT-202507-291987059784,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00437,978840332579,FACT_PAYROLL,-39150.00,1380733800.00,Payroll 2025-07 EMP-L3-00437
BT-202507-120308482297,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00438,65097520888,FACT_PAYROLL,-39150.00,1384502900.00,Payroll 2025-07 EMP-L3-00438
BT-202507-262727615313,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00439,1082576707246,FACT_PAYROLL,-39150.00,1381360200.00,Payroll 2025-07 EMP-L3-00439
BT-202507-480723573418,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00440,836493581357,FACT_PAYROLL,-39150.00,1377106700.00,Payroll 2025-07 EMP-L3-00440
BT-202507-816549996157,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00441,648090039097,FACT_PAYROLL,-39150.00,1369381350.00,Payroll 2025-07 EMP-L3-00441
BT-202507-135558403301,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00442,676310330084,FACT_PAYROLL,-39150.00,1384011450.00,Payroll 2025-07 EMP-L3-00442
BT-202507-226364740079,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00443,706787992129,FACT_PAYROLL,-39150.00,1381986350.00,Payroll 2025-07 EMP-L3-00443
BT-202507-362892589009,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00444,70365966852,FACT_PAYROLL,-39150.00,1379100400.00,Payroll 2025-07 EMP-L3-00444
BT-202507-481948598395,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00445,219872129194,FACT_PAYROLL,-39150.00,1377067550.00,Payroll 2025-07 EMP-L3-00445
BT-202507-219172069509,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00446,759740983364,FACT_PAYROLL,-39150.00,1382290300.00,Payroll 2025-07 EMP-L3-00446
BT-202507-1030610638531,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00447,190249933385,FACT_PAYROLL,-39150.00,1386225500.00,Payroll 2025-07 EMP-L3-00447
BT-202507-650151772172,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00448,8590665124,FACT_PAYROLL,-39150.00,1372957600.00,Payroll 2025-07 EMP-L3-00448
BT-202507-893339864596,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00449,424935165724,FACT_PAYROLL,-39150.00,1367783800.00,Payroll 2025-07 EMP-L3-00449
BT-202507-462559794469,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00450,263363670298,FACT_PAYROLL,-39150.00,1377471950.00,Payroll 2025-07 EMP-L3-00450
BT-202507-573952399985,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00451,60854244923,FACT_PAYROLL,-39150.00,1374678100.00,Payroll 2025-07 EMP-L3-00451
BT-202507-847328414370,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00452,492771199940,FACT_PAYROLL,-39150.00,1368593500.00,Payroll 2025-07 EMP-L3-00452
BT-202507-356758354085,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00453,1044674637253,FACT_PAYROLL,-39150.00,1379296150.00,Payroll 2025-07 EMP-L3-00453
BT-202507-646171413275,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00454,962565350812,FACT_PAYROLL,-39150.00,1373075050.00,Payroll 2025-07 EMP-L3-00454
BT-202507-595937276999,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00455,368673233700,FACT_PAYROLL,-39150.00,1373855950.00,Payroll 2025-07 EMP-L3-00455
BT-202507-962676942411,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00456,1055665590732,FACT_PAYROLL,-39150.00,1366327550.00,Payroll 2025-07 EMP-L3-00456
BT-202507-419992525445,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00457,898978680306,FACT_PAYROLL,-39150.00,1378411550.00,Payroll 2025-07 EMP-L3-00457
BT-202507-411912804607,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00458,806138107091,FACT_PAYROLL,-39150.00,1378348400.00,Payroll 2025-07 EMP-L3-00458
BT-202507-797962751691,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00459,578774870463,FACT_PAYROLL,-39150.00,1369357800.00,Payroll 2025-07 EMP-L3-00459
BT-202507-6922153694,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00460,412214399942,FACT_PAYROLL,-39150.00,1372412900.00,Payroll 2025-07 EMP-L3-00460
BT-202507-805047851686,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00461,451991993265,FACT_PAYROLL,-39150.00,1369498800.00,Payroll 2025-07 EMP-L3-00461
BT-202507-1081610178354,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00462,875176449746,FACT_PAYROLL,-39150.00,1385129300.00,Payroll 2025-07 EMP-L3-00462
BT-202507-19971073747,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00463,69702004337,FACT_PAYROLL,-39150.00,1382877550.00,Payroll 2025-07 EMP-L3-00463
BT-202507-67149434448,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00464,631021466669,FACT_PAYROLL,-39150.00,1372765250.00,Payroll 2025-07 EMP-L3-00464
BT-202507-726497395028,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00465,680475394873,FACT_PAYROLL,-39150.00,1371297800.00,Payroll 2025-07 EMP-L3-00465
BT-202507-1027331364437,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00466,918773561612,FACT_PAYROLL,-39150.00,1386303800.00,Payroll 2025-07 EMP-L3-00466
BT-202507-712384810946,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00467,304806620972,FACT_PAYROLL,-39150.00,1371747350.00,Payroll 2025-07 EMP-L3-00467
BT-202507-189690786467,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00468,332626039471,FACT_PAYROLL,-39150.00,1383229900.00,Payroll 2025-07 EMP-L3-00468
BT-202507-191746109081,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00469,480401576572,FACT_PAYROLL,-39150.00,1383112450.00,Payroll 2025-07 EMP-L3-00469
BT-202507-34361530437,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00470,905086577428,FACT_PAYROLL,-39150.00,1379648800.00,Payroll 2025-07 EMP-L3-00470
BT-202507-213592560979,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00471,832139727369,FACT_PAYROLL,-39150.00,1382525200.00,Payroll 2025-07 EMP-L3-00471
BT-202507-628757611824,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00472,163776265247,FACT_PAYROLL,-39150.00,1373268700.00,Payroll 2025-07 EMP-L3-00472
BT-202507-519243980719,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00473,185982552198,FACT_PAYROLL,-39150.00,1375775600.00,Payroll 2025-07 EMP-L3-00473
BT-202507-517156611139,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00474,845701677277,FACT_PAYROLL,-39150.00,1376010500.00,Payroll 2025-07 EMP-L3-00474
BT-202507-232505214589,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00475,275648351760,FACT_PAYROLL,-39150.00,1381790600.00,Payroll 2025-07 EMP-L3-00475
BT-202507-354985536760,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00476,1056378765199,FACT_PAYROLL,-39150.00,1379452750.00,Payroll 2025-07 EMP-L3-00476
BT-202507-724270786066,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00477,541992277457,FACT_PAYROLL,-39150.00,1371434150.00,Payroll 2025-07 EMP-L3-00477
BT-202507-699714226643,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00478,31242507394,FACT_PAYROLL,-39150.00,1372021400.00,Payroll 2025-07 EMP-L3-00478
BT-202507-959028478640,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00479,316597637496,FACT_PAYROLL,-39150.00,1366405850.00,Payroll 2025-07 EMP-L3-00479
BT-202507-293774738412,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00480,331846015588,FACT_PAYROLL,-39150.00,1380655500.00,Payroll 2025-07 EMP-L3-00480
BT-202507-124462769262,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00481,500373835052,FACT_PAYROLL,-39150.00,1384346300.00,Payroll 2025-07 EMP-L3-00481
BT-202507-1024716775924,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00482,975994100037,FACT_PAYROLL,-39150.00,1386382100.00,Payroll 2025-07 EMP-L3-00482
BT-202507-245805270834,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00483,208405934082,FACT_PAYROLL,-39150.00,1381673150.00,Payroll 2025-07 EMP-L3-00483
BT-202507-497048119688,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00484,1073653089388,FACT_PAYROLL,-39150.00,1376597750.00,Payroll 2025-07 EMP-L3-00484
BT-202507-1090319767647,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00485,101501982664,FACT_PAYROLL,-39150.00,1384933550.00,Payroll 2025-07 EMP-L3-00485
BT-202507-219911067831,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00486,1000585647263,FACT_PAYROLL,-39150.00,1382251150.00,Payroll 2025-07 EMP-L3-00486
BT-202507-883288620083,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00487,1011458157741,FACT_PAYROLL,-39150.00,1367918000.00,Payroll 2025-07 EMP-L3-00487
BT-202507-300971991157,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00488,1045153121977,FACT_PAYROLL,-39150.00,1380745000.00,Payroll 2025-07 EMP-L3-00488
BT-202507-323238537980,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00489,754718051309,FACT_PAYROLL,-39150.00,1380196900.00,Payroll 2025-07 EMP-L3-00489
BT-202507-136254525181,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00490,450122603977,FACT_PAYROLL,-39150.00,1383933150.00,Payroll 2025-07 EMP-L3-00490
BT-202507-867874891173,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00491,526130360341,FACT_PAYROLL,-39150.00,1368387800.00,Payroll 2025-07 EMP-L3-00491
BT-202507-869891677327,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00492,105573942183,FACT_PAYROLL,-39150.00,1368192050.00,Payroll 2025-07 EMP-L3-00492
BT-202507-205378718126,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00493,1014805094931,FACT_PAYROLL,-39150.00,1382760100.00,Payroll 2025-07 EMP-L3-00493
BT-202507-658366168815,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00494,901722323188,FACT_PAYROLL,-39150.00,1373078450.00,Payroll 2025-07 EMP-L3-00494
BT-202507-11125368502,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00495,693456333476,FACT_PAYROLL,-39150.00,1384737800.00,Payroll 2025-07 EMP-L3-00495
BT-202507-412253585622,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00496,118383319371,FACT_PAYROLL,-39150.00,1378309250.00,Payroll 2025-07 EMP-L3-00496
BT-202507-1004253851394,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00497,596379537336,FACT_PAYROLL,-39150.00,1386875550.00,Payroll 2025-07 EMP-L3-00497
BT-202507-509562395820,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00498,670218736156,FACT_PAYROLL,-39150.00,1376245400.00,Payroll 2025-07 EMP-L3-00498
BT-202507-754992576182,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00499,850993317500,FACT_PAYROLL,-39150.00,1370458900.00,Payroll 2025-07 EMP-L3-00499
BT-202507-645666821348,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00500,193790422024,FACT_PAYROLL,-39150.00,1373114200.00,Payroll 2025-07 EMP-L3-00500
BT-202507-979542021030,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00501,30032283564,FACT_PAYROLL,-39150.00,1366054800.00,Payroll 2025-07 EMP-L3-00501
BT-202507-68917224248,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00502,824796383474,FACT_PAYROLL,-39150.00,1372491200.00,Payroll 2025-07 EMP-L3-00502
BT-202507-717978585209,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00503,960761620606,FACT_PAYROLL,-39150.00,1371590750.00,Payroll 2025-07 EMP-L3-00503
BT-202507-787374831753,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00504,432392112901,FACT_PAYROLL,-39150.00,1369597600.00,Payroll 2025-07 EMP-L3-00504
BT-202507-196696129598,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00505,155704688375,FACT_PAYROLL,-39150.00,1383034150.00,Payroll 2025-07 EMP-L3-00505
BT-202507-127155054391,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00506,931538294097,FACT_PAYROLL,-39150.00,1384133800.00,Payroll 2025-07 EMP-L3-00506
BT-202507-504118522764,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00507,572815599849,FACT_PAYROLL,-39150.00,1376441150.00,Payroll 2025-07 EMP-L3-00507
BT-202507-517500658997,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00508,702013316241,FACT_PAYROLL,-39150.00,1375893050.00,Payroll 2025-07 EMP-L3-00508
BT-202507-314837973875,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00509,534422394897,FACT_PAYROLL,-39150.00,1380353500.00,Payroll 2025-07 EMP-L3-00509
BT-202507-841736327148,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00510,623212031584,FACT_PAYROLL,-39150.00,1368828400.00,Payroll 2025-07 EMP-L3-00510
BT-202507-920697164894,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00511,411871031602,FACT_PAYROLL,-39150.00,1367176550.00,Payroll 2025-07 EMP-L3-00511
BT-202507-1047586824757,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00512,761620832804,FACT_PAYROLL,-39150.00,1385794850.00,Payroll 2025-07 EMP-L3-00512
BT-202507-35363870198,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00513,985845109685,FACT_PAYROLL,-39150.00,1379531050.00,Payroll 2025-07 EMP-L3-00513
BT-202507-502819306836,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00514,19014942703,FACT_PAYROLL,-39150.00,1376519450.00,Payroll 2025-07 EMP-L3-00514
BT-202507-412342673953,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00515,1046079185922,FACT_PAYROLL,-39150.00,1378270100.00,Payroll 2025-07 EMP-L3-00515
BT-202507-746653814392,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00516,936443986821,FACT_PAYROLL,-39150.00,1370654650.00,Payroll 2025-07 EMP-L3-00516
BT-202507-758274336136,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00517,587084518426,FACT_PAYROLL,-39150.00,1370380600.00,Payroll 2025-07 EMP-L3-00517
BT-202507-224777206740,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00518,928025218395,FACT_PAYROLL,-39150.00,1382025500.00,Payroll 2025-07 EMP-L3-00518
BT-202507-789968669220,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00519,420261792176,FACT_PAYROLL,-39150.00,1369480150.00,Payroll 2025-07 EMP-L3-00519
BT-202507-972083646883,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00520,392713318747,FACT_PAYROLL,-39150.00,1366210100.00,Payroll 2025-07 EMP-L3-00520
BT-202507-711386050911,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00521,1042015575867,FACT_PAYROLL,-39150.00,1371825650.00,Payroll 2025-07 EMP-L3-00521
BT-202507-203582452373,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00522,830376769815,FACT_PAYROLL,-39150.00,1382799250.00,Payroll 2025-07 EMP-L3-00522
BT-202507-986739435336,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00523,48659729950,FACT_PAYROLL,-39150.00,1365780750.00,Payroll 2025-07 EMP-L3-00523
BT-202507-411008643990,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00524,978766407775,FACT_PAYROLL,-39150.00,1378096750.00,Payroll 2025-07 EMP-L3-00524
BT-202507-115731340170,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00525,712078259507,FACT_PAYROLL,-39150.00,1384659500.00,Payroll 2025-07 EMP-L3-00525
BT-202507-783178160837,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00526,91863157053,FACT_PAYROLL,-39150.00,1369754200.00,Payroll 2025-07 EMP-L3-00526
BT-202507-425242909971,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00527,960710619393,FACT_PAYROLL,-39150.00,1378176650.00,Payroll 2025-07 EMP-L3-00527
BT-202507-308626464240,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00528,1053861773906,FACT_PAYROLL,-39150.00,1380470950.00,Payroll 2025-07 EMP-L3-00528
BT-202507-573420638139,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00529,322253345961,FACT_PAYROLL,-39150.00,1374756400.00,Payroll 2025-07 EMP-L3-00529
BT-202507-256690346681,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00530,436829408216,FACT_PAYROLL,-39150.00,1381399350.00,Payroll 2025-07 EMP-L3-00530
BT-202507-301709062048,2025-07-31,2025-07-31,,2026-01-15,KBANK-OPER,withdrawal,EMP-L3-00531,758114089275,FACT_PAYROLL,-39150.00,1380666700.00,Payroll 2025-07 EMP-L3-00531
