return_id,business_event_date,posting_date,effective_date,as_of_date,original_txn_id,line_item_id,sku_id,branch_code,customer_id,return_reason,approved_by_employee_id,days_since_purchase,return_amount_thb
RET-202410-04004144,2024-10-04,2024-10-04,,2026-01-15,TXN-202410-04004144,193064563665,SKU-MASS-091,REMOTE,CUST-L3-004144,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-04006026,2024-10-04,2024-10-04,,2026-01-15,TXN-202410-04006026,926884601911,SKU-MASS-089,BKK-PKT,CUST-L3-006026,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-04010294,2024-10-04,2024-10-04,,2026-01-15,TXN-202410-04010294,89893673591,SKU-MASS-047,BKK-SIAM,CUST-L3-010294,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-04011660,2024-10-04,2024-10-04,,2026-01-15,TXN-202410-04011660,554121196499,SKU-MASS-008,HKT-FEST,CUST-L3-011660,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-04011952,2024-10-04,2024-10-04,,2026-01-15,TXN-202410-04011952,600545852869,SKU-MASS-079,HKT-FEST,CUST-L3-011952,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-04016802,2024-10-04,2024-10-04,,2026-01-15,TXN-202410-04016802,511009712014,SKU-MASS-088,PTY-CTRL,CUST-L3-016802,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-05000160,2024-10-05,2024-10-05,,2026-01-15,TXN-202410-05000160,456848253327,SKU-MASS-014,BKK-R9,CUST-L3-000160,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-05003996,2024-10-05,2024-10-05,,2026-01-15,TXN-202410-05003996,204359576441,SKU-MASS-027,BKK-CTW,CUST-L3-003996,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-05009736,2024-10-05,2024-10-05,,2026-01-15,TXN-202410-05009736,491837549042,SKU-MASS-106,PTY-CTRL,CUST-L3-009736,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202410-05023396,2024-10-05,2024-10-05,,2026-01-15,TXN-202410-05023396,1003597879658,SKU-MASS-080,BKK-R9,CUST-L3-023396,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-06003014,2024-10-06,2024-10-06,,2026-01-15,TXN-202410-06003014,943482505548,SKU-MASS-038,BKK-R9,CUST-L3-003014,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-06004051,2024-10-06,2024-10-06,,2026-01-15,TXN-202410-06004051,979687589627,SKU-MASS-030,BKK-PKT,CUST-L3-004051,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-06004083,2024-10-06,2024-10-06,,2026-01-15,TXN-202410-06004083,855615303932,SKU-MASS-015,BKK-EMSP,CUST-L3-004083,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-06008750,2024-10-06,2024-10-06,,2026-01-15,TXN-202410-06008750,312509233919,SKU-MASS-035,PTY-CTRL,CUST-L3-008750,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-06009583,2024-10-06,2024-10-06,,2026-01-15,TXN-202410-06009583,310351684805,SKU-MASS-105,BKK-R9,CUST-L3-009583,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-06012580,2024-10-06,2024-10-06,,2026-01-15,TXN-202410-06012580,406454931427,SKU-MASS-066,BKK-SIAM,CUST-L3-012580,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202410-06012975,2024-10-06,2024-10-06,,2026-01-15,TXN-202410-06012975,901427718234,SKU-MASS-013,BKK-SIAM,CUST-L3-012975,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202410-06014482,2024-10-06,2024-10-06,,2026-01-15,TXN-202410-06014482,815712227885,SKU-MASS-019,UDN-CTRL,CUST-L3-014482,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-06015661,2024-10-06,2024-10-06,,2026-01-15,TXN-202410-06015661,546120719989,SKU-MASS-016,CNX-MAYA,CUST-L3-015661,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-06021780,2024-10-06,2024-10-06,,2026-01-15,TXN-202410-06021780,448649743921,SKU-MASS-019,BKK-SIAM,CUST-L3-021780,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-06021878,2024-10-06,2024-10-06,,2026-01-15,TXN-202410-06021878,182880346697,SKU-MASS-081,BKK-CTW,CUST-L3-021878,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-07005189,2024-10-07,2024-10-07,,2026-01-15,TXN-202410-07005189,883840517277,SKU-MASS-072,BKK-PKT,CUST-L3-005189,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-07008934,2024-10-07,2024-10-07,,2026-01-15,TXN-202410-07008934,145602516608,SKU-MASS-091,KKC-CTRL,CUST-L3-008934,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-07009822,2024-10-07,2024-10-07,,2026-01-15,TXN-202410-07009822,564906245178,SKU-MASS-087,BKK-SIAM,CUST-L3-009822,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-07013964,2024-10-07,2024-10-07,,2026-01-15,TXN-202410-07013964,766680312071,SKU-MASS-077,CNX-MAYA,CUST-L3-013964,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202410-07013996,2024-10-07,2024-10-07,,2026-01-15,TXN-202410-07013996,33944623711,SKU-MASS-093,BKK-CTW,CUST-L3-013996,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202410-07017389,2024-10-07,2024-10-07,,2026-01-15,TXN-202410-07017389,878651080242,SKU-MASS-023,CNX-MAYA,CUST-L3-017389,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-07027385,2024-10-07,2024-10-07,,2026-01-15,TXN-202410-07027385,598394041432,SKU-MASS-071,BKK-CTW,CUST-L3-027385,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-07029496,2024-10-07,2024-10-07,,2026-01-15,TXN-202410-07029496,683750673170,SKU-MASS-105,BKK-PKT,CUST-L3-029496,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-08002952,2024-10-08,2024-10-08,,2026-01-15,TXN-202410-08002952,999802957182,SKU-MASS-110,BKK-EMSP,CUST-L3-002952,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-08003550,2024-10-08,2024-10-08,,2026-01-15,TXN-202410-08003550,168197650230,SKU-MASS-039,BKK-SIAM,CUST-L3-003550,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-08007467,2024-10-08,2024-10-08,,2026-01-15,TXN-202410-08007467,277519218243,SKU-MASS-008,CNX-MAYA,CUST-L3-007467,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-08008807,2024-10-08,2024-10-08,,2026-01-15,TXN-202410-08008807,1093379652167,SKU-MASS-041,REMOTE,CUST-L3-008807,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-08012311,2024-10-08,2024-10-08,,2026-01-15,TXN-202410-08012311,38886380187,SKU-MASS-020,REMOTE,CUST-L3-012311,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202410-08013281,2024-10-08,2024-10-08,,2026-01-15,TXN-202410-08013281,827662346327,SKU-MASS-054,BKK-EMSP,CUST-L3-013281,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-08022795,2024-10-08,2024-10-08,,2026-01-15,TXN-202410-08022795,704663658203,DN-LT-010,PTY-CTRL,CUST-L3-022795,customer_change_of_mind,EMP-L3-00005,0,84900.00
RET-202410-08029478,2024-10-08,2024-10-08,,2026-01-15,TXN-202410-08029478,125980838296,SKU-MASS-017,REMOTE,CUST-L3-029478,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-09003794,2024-10-09,2024-10-09,,2026-01-15,TXN-202410-09003794,94097232416,DN-LT-010,BKK-SIAM,CUST-L3-003794,customer_change_of_mind,EMP-L3-00005,0,84900.00
RET-202410-09006966,2024-10-09,2024-10-09,,2026-01-15,TXN-202410-09006966,823668490357,SKU-MASS-053,UDN-CTRL,CUST-L3-006966,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202410-09007836,2024-10-09,2024-10-09,,2026-01-15,TXN-202410-09007836,1001587870353,SKU-MASS-009,BKK-PKT,CUST-L3-007836,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-09012835,2024-10-09,2024-10-09,,2026-01-15,TXN-202410-09012835,1029429263720,SKU-MASS-056,BKK-EMSP,CUST-L3-012835,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-09014492,2024-10-09,2024-10-09,,2026-01-15,TXN-202410-09014492,763379004742,SKU-MASS-063,KKC-CTRL,CUST-L3-014492,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-09017417,2024-10-09,2024-10-09,,2026-01-15,TXN-202410-09017417,831546640865,SKU-MASS-080,BKK-CTW,CUST-L3-017417,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-09023076,2024-10-09,2024-10-09,,2026-01-15,TXN-202410-09023076,117079801245,SKU-MASS-077,PTY-CTRL,CUST-L3-023076,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202410-09028681,2024-10-09,2024-10-09,,2026-01-15,TXN-202410-09028681,26920077292,SKU-MASS-057,BKK-SIAM,CUST-L3-028681,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-09029171,2024-10-09,2024-10-09,,2026-01-15,TXN-202410-09029171,428653301379,SKU-MASS-020,BKK-R9,CUST-L3-029171,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202410-10000028,2024-10-10,2024-10-10,,2026-01-15,TXN-202410-10000028,96365376997,SKU-MASS-065,BKK-R9,CUST-L3-000028,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-10003629,2024-10-10,2024-10-10,,2026-01-15,TXN-202410-10003629,964082985701,SKU-MASS-080,CNX-MAYA,CUST-L3-003629,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-10004580,2024-10-10,2024-10-10,,2026-01-15,TXN-202410-10004580,248699621828,SKU-MASS-025,BKK-R9,CUST-L3-004580,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-10005888,2024-10-10,2024-10-10,,2026-01-15,TXN-202410-10005888,613030204790,SKU-MASS-012,BKK-PKT,CUST-L3-005888,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202410-10006152,2024-10-10,2024-10-10,,2026-01-15,TXN-202410-10006152,1052036899699,SKU-MASS-066,BKK-SIAM,CUST-L3-006152,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202410-10010398,2024-10-10,2024-10-10,,2026-01-15,TXN-202410-10010398,628477604914,SKU-MASS-104,BKK-CTW,CUST-L3-010398,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-10012013,2024-10-10,2024-10-10,,2026-01-15,TXN-202410-10012013,1014483026493,SKU-MASS-091,PTY-CTRL,CUST-L3-012013,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-10013125,2024-10-10,2024-10-10,,2026-01-15,TXN-202410-10013125,1093151405562,SKU-MASS-099,BKK-R9,CUST-L3-013125,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-10015564,2024-10-10,2024-10-10,,2026-01-15,TXN-202410-10015564,91139217573,SKU-MASS-037,BKK-CTW,CUST-L3-015564,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202410-10020727,2024-10-10,2024-10-10,,2026-01-15,TXN-202410-10020727,689029800284,SKU-MASS-098,BKK-SIAM,CUST-L3-020727,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202410-10021476,2024-10-10,2024-10-10,,2026-01-15,TXN-202410-10021476,821992526462,SKU-MASS-047,BKK-CTW,CUST-L3-021476,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-10024297,2024-10-10,2024-10-10,,2026-01-15,TXN-202410-10024297,659296843500,SKU-MASS-053,BKK-CTW,CUST-L3-024297,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202410-10026772,2024-10-10,2024-10-10,,2026-01-15,TXN-202410-10026772,692791070049,SKU-MASS-085,BKK-CTW,CUST-L3-026772,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202410-10027175,2024-10-10,2024-10-10,,2026-01-15,TXN-202410-10027175,29281698596,SKU-MASS-088,CNX-MAYA,CUST-L3-027175,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-11000806,2024-10-11,2024-10-11,,2026-01-15,TXN-202410-11000806,671437394137,SKU-MASS-067,BKK-SIAM,CUST-L3-000806,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-11001259,2024-10-11,2024-10-11,,2026-01-15,TXN-202410-11001259,463531561072,NT-LT-001,REMOTE,CUST-L3-001259,customer_change_of_mind,EMP-L3-00005,0,42900.00
RET-202410-11009185,2024-10-11,2024-10-11,,2026-01-15,TXN-202410-11009185,958960893323,SKU-MASS-039,BKK-EMSP,CUST-L3-009185,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-11009945,2024-10-11,2024-10-11,,2026-01-15,TXN-202410-11009945,302965425028,SKU-MASS-064,HKT-FEST,CUST-L3-009945,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-11012352,2024-10-11,2024-10-11,,2026-01-15,TXN-202410-11012352,110597265896,SKU-MASS-046,BKK-CTW,CUST-L3-012352,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-11013544,2024-10-11,2024-10-11,,2026-01-15,TXN-202410-11013544,825327391758,SKU-MASS-054,BKK-CTW,CUST-L3-013544,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-11014748,2024-10-11,2024-10-11,,2026-01-15,TXN-202410-11014748,818527775813,SKU-MASS-088,PTY-CTRL,CUST-L3-014748,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-11015999,2024-10-11,2024-10-11,,2026-01-15,TXN-202410-11015999,95107591282,SKU-MASS-107,BKK-SIAM,CUST-L3-015999,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-11016433,2024-10-11,2024-10-11,,2026-01-15,TXN-202410-11016433,419394791883,SKU-MASS-053,BKK-EMSP,CUST-L3-016433,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202410-11019371,2024-10-11,2024-10-11,,2026-01-15,TXN-202410-11019371,266670645018,SKU-MASS-106,BKK-SIAM,CUST-L3-019371,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202410-11021092,2024-10-11,2024-10-11,,2026-01-15,TXN-202410-11021092,656015274167,SKU-MASS-035,HKT-FEST,CUST-L3-021092,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-11023962,2024-10-11,2024-10-11,,2026-01-15,TXN-202410-11023962,415910708959,SKU-MASS-066,BKK-PKT,CUST-L3-023962,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202410-11024730,2024-10-11,2024-10-11,,2026-01-15,TXN-202410-11024730,823398271665,SKU-MASS-057,PTY-CTRL,CUST-L3-024730,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-11026415,2024-10-11,2024-10-11,,2026-01-15,TXN-202410-11026415,494486608326,SKU-MASS-104,BKK-CTW,CUST-L3-026415,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-11029889,2024-10-11,2024-10-11,,2026-01-15,TXN-202410-11029889,189411183936,SKU-MASS-073,BKK-CTW,CUST-L3-029889,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-12000204,2024-10-12,2024-10-12,,2026-01-15,TXN-202410-12000204,295399277958,SKU-MASS-048,HKT-FEST,CUST-L3-000204,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-12000936,2024-10-12,2024-10-12,,2026-01-15,TXN-202410-12000936,33684828110,SKU-MASS-074,REMOTE,CUST-L3-000936,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202410-12002560,2024-10-12,2024-10-12,,2026-01-15,TXN-202410-12002560,568118144667,SKU-MASS-007,REMOTE,CUST-L3-002560,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-12006350,2024-10-12,2024-10-12,,2026-01-15,TXN-202410-12006350,988897960561,SKU-MASS-016,BKK-SIAM,CUST-L3-006350,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-12008012,2024-10-12,2024-10-12,,2026-01-15,TXN-202410-12008012,548374130104,SKU-MASS-063,BKK-EMSP,CUST-L3-008012,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-12009911,2024-10-12,2024-10-12,,2026-01-15,TXN-202410-12009911,1063591246033,SKU-MASS-020,BKK-CTW,CUST-L3-009911,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202410-12019595,2024-10-12,2024-10-12,,2026-01-15,TXN-202410-12019595,278304063352,SKU-MASS-102,BKK-PKT,CUST-L3-019595,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-12022632,2024-10-12,2024-10-12,,2026-01-15,TXN-202410-12022632,799897030156,SKU-MASS-091,PTY-CTRL,CUST-L3-022632,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-12029502,2024-10-12,2024-10-12,,2026-01-15,TXN-202410-12029502,1064087989026,SKU-MASS-019,BKK-CTW,CUST-L3-029502,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-13001623,2024-10-13,2024-10-13,,2026-01-15,TXN-202410-13001623,736606179036,SKU-MASS-110,BKK-CTW,CUST-L3-001623,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-13005890,2024-10-13,2024-10-13,,2026-01-15,TXN-202410-13005890,589838258990,SKU-MASS-021,BKK-CTW,CUST-L3-005890,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202410-13006330,2024-10-13,2024-10-13,,2026-01-15,TXN-202410-13006330,290167392890,SKU-MASS-048,BKK-PKT,CUST-L3-006330,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-13011659,2024-10-13,2024-10-13,,2026-01-15,TXN-202410-13011659,820503494312,SKU-MASS-047,KKC-CTRL,CUST-L3-011659,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-13013894,2024-10-13,2024-10-13,,2026-01-15,TXN-202410-13013894,624207286921,SKU-MASS-017,BKK-CTW,CUST-L3-013894,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-13020147,2024-10-13,2024-10-13,,2026-01-15,TXN-202410-13020147,47217550373,SKU-MASS-073,HKT-FEST,CUST-L3-020147,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-13021111,2024-10-13,2024-10-13,,2026-01-15,TXN-202410-13021111,174279088727,SKU-MASS-043,BKK-CTW,CUST-L3-021111,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-13027316,2024-10-13,2024-10-13,,2026-01-15,TXN-202410-13027316,219854244545,SKU-MASS-082,BKK-CTW,CUST-L3-027316,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202410-14005382,2024-10-14,2024-10-14,,2026-01-15,TXN-202410-14005382,431638063872,SKU-MASS-059,BKK-SIAM,CUST-L3-005382,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-14006359,2024-10-14,2024-10-14,,2026-01-15,TXN-202410-14006359,337427035072,SKU-MASS-082,BKK-PKT,CUST-L3-006359,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202410-14009106,2024-10-14,2024-10-14,,2026-01-15,TXN-202410-14009106,1069167841627,SKU-MASS-040,PTY-CTRL,CUST-L3-009106,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-14009252,2024-10-14,2024-10-14,,2026-01-15,TXN-202410-14009252,1000963392610,SKU-MASS-036,HKT-FEST,CUST-L3-009252,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202410-14009358,2024-10-14,2024-10-14,,2026-01-15,TXN-202410-14009358,783364471428,DN-LT-010,BKK-PKT,CUST-L3-009358,customer_change_of_mind,EMP-L3-00005,0,84900.00
RET-202410-14012435,2024-10-14,2024-10-14,,2026-01-15,TXN-202410-14012435,78884523972,SKU-MASS-080,BKK-EMSP,CUST-L3-012435,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-14012733,2024-10-14,2024-10-14,,2026-01-15,TXN-202410-14012733,501280360175,SKU-MASS-105,CNX-MAYA,CUST-L3-012733,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-14019435,2024-10-14,2024-10-14,,2026-01-15,TXN-202410-14019435,617733652624,SKU-MASS-014,REMOTE,CUST-L3-019435,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-14020736,2024-10-14,2024-10-14,,2026-01-15,TXN-202410-14020736,249183842452,SKU-MASS-104,CNX-MAYA,CUST-L3-020736,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-14022116,2024-10-14,2024-10-14,,2026-01-15,TXN-202410-14022116,260404716902,SKU-MASS-074,BKK-CTW,CUST-L3-022116,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202410-14026528,2024-10-14,2024-10-14,,2026-01-15,TXN-202410-14026528,905478305167,SKU-MASS-041,BKK-PKT,CUST-L3-026528,customer_change_of_mind,EMP-L3-00005,0,29900.00
RET-202410-15001237,2024-10-15,2024-10-15,,2026-01-15,TXN-202410-15001237,603778022560,SKU-MASS-059,BKK-EMSP,CUST-L3-001237,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-15017917,2024-10-15,2024-10-15,,2026-01-15,TXN-202410-15017917,367378503286,SKU-MASS-102,PTY-CTRL,CUST-L3-017917,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-15018129,2024-10-15,2024-10-15,,2026-01-15,TXN-202410-15018129,1016031235313,SKU-MASS-100,UDN-CTRL,CUST-L3-018129,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202410-15018751,2024-10-15,2024-10-15,,2026-01-15,TXN-202410-15018751,490524632339,SKU-MASS-094,BKK-SIAM,CUST-L3-018751,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-15024886,2024-10-15,2024-10-15,,2026-01-15,TXN-202410-15024886,286930658078,SKU-MASS-074,BKK-R9,CUST-L3-024886,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202410-15026019,2024-10-15,2024-10-15,,2026-01-15,TXN-202410-15026019,744995768984,SKU-MASS-086,BKK-CTW,CUST-L3-026019,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-16006896,2024-10-16,2024-10-16,,2026-01-15,TXN-202410-16006896,119824399144,SKU-MASS-061,BKK-SIAM,CUST-L3-006896,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202410-16008819,2024-10-16,2024-10-16,,2026-01-15,TXN-202410-16008819,221336322635,SKU-MASS-110,KKC-CTRL,CUST-L3-008819,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-16015389,2024-10-16,2024-10-16,,2026-01-15,TXN-202410-16015389,767316097475,SKU-MASS-038,BKK-R9,CUST-L3-015389,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-16018039,2024-10-16,2024-10-16,,2026-01-15,TXN-202410-16018039,217284234934,SKU-MASS-056,BKK-EMSP,CUST-L3-018039,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-16022151,2024-10-16,2024-10-16,,2026-01-15,TXN-202410-16022151,738366211491,SKU-MASS-085,BKK-SIAM,CUST-L3-022151,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202410-16022565,2024-10-16,2024-10-16,,2026-01-15,TXN-202410-16022565,263314104425,SKU-MASS-022,REMOTE,CUST-L3-022565,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-16024230,2024-10-16,2024-10-16,,2026-01-15,TXN-202410-16024230,45871859900,SKU-MASS-102,PTY-CTRL,CUST-L3-024230,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-16026750,2024-10-16,2024-10-16,,2026-01-15,TXN-202410-16026750,489097516711,SKU-MASS-108,BKK-SIAM,CUST-L3-026750,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202410-16028022,2024-10-16,2024-10-16,,2026-01-15,TXN-202410-16028022,1044484918258,SKU-MASS-095,REMOTE,CUST-L3-028022,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-17001866,2024-10-17,2024-10-17,,2026-01-15,TXN-202410-17001866,515904726988,SKU-MASS-013,KKC-CTRL,CUST-L3-001866,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202410-17003202,2024-10-17,2024-10-17,,2026-01-15,TXN-202410-17003202,275960964418,SKU-MASS-007,PTY-CTRL,CUST-L3-003202,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-17003278,2024-10-17,2024-10-17,,2026-01-15,TXN-202410-17003278,70089141130,SKU-MASS-101,BKK-EMSP,CUST-L3-003278,customer_change_of_mind,EMP-L3-00005,0,18900.00
RET-202410-17005550,2024-10-17,2024-10-17,,2026-01-15,TXN-202410-17005550,808609578939,SKU-MASS-054,BKK-R9,CUST-L3-005550,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-17007585,2024-10-17,2024-10-17,,2026-01-15,TXN-202410-17007585,173672309266,SKU-MASS-091,KKC-CTRL,CUST-L3-007585,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-17008607,2024-10-17,2024-10-17,,2026-01-15,TXN-202410-17008607,1071333629137,SKU-MASS-080,BKK-PKT,CUST-L3-008607,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-17011310,2024-10-17,2024-10-17,,2026-01-15,TXN-202410-17011310,1018238761272,SKU-MASS-007,BKK-R9,CUST-L3-011310,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-17011786,2024-10-17,2024-10-17,,2026-01-15,TXN-202410-17011786,397587185074,SKU-MASS-048,BKK-PKT,CUST-L3-011786,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-17014819,2024-10-17,2024-10-17,,2026-01-15,TXN-202410-17014819,814413155004,SKU-MASS-098,BKK-CTW,CUST-L3-014819,customer_change_of_mind,EMP-L3-00005,0,24900.00
RET-202410-17015641,2024-10-17,2024-10-17,,2026-01-15,TXN-202410-17015641,364741837160,SKU-MASS-096,BKK-PKT,CUST-L3-015641,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-17019367,2024-10-17,2024-10-17,,2026-01-15,TXN-202410-17019367,68895537232,SKU-MASS-051,REMOTE,CUST-L3-019367,customer_change_of_mind,EMP-L3-00005,0,55900.00
RET-202410-17021882,2024-10-17,2024-10-17,,2026-01-15,TXN-202410-17021882,1009236100157,SKU-MASS-022,BKK-SIAM,CUST-L3-021882,customer_change_of_mind,EMP-L3-00005,0,4900.00
RET-202410-17025484,2024-10-17,2024-10-17,,2026-01-15,TXN-202410-17025484,620168941587,SKU-MASS-031,BKK-SIAM,CUST-L3-025484,customer_change_of_mind,EMP-L3-00005,0,12900.00
RET-202410-17027541,2024-10-17,2024-10-17,,2026-01-15,TXN-202410-17027541,777505934827,SKU-MASS-064,BKK-SIAM,CUST-L3-027541,customer_change_of_mind,EMP-L3-00005,0,8500.00
RET-202410-17029926,2024-10-17,2024-10-17,,2026-01-15,TXN-202410-17029926,976599274899,SKU-MASS-012,HKT-FEST,CUST-L3-029926,customer_change_of_mind,EMP-L3-00005,0,6900.00
RET-202410-18001339,2024-10-18,2024-10-18,,2026-01-15,TXN-202410-18001339,291798184477,SKU-MASS-100,BKK-PKT,CUST-L3-001339,customer_change_of_mind,EMP-L3-00005,0,6900.00
