refund_id,business_event_date,posting_date,effective_date,as_of_date,return_id,cs_interaction_id,customer_id,refund_amount_thb,request_date,approver_employee_id,cosig_employee_id,bank_txn_id
RFD-CL-L1-231907276,2025-01-08,2025-01-08,,2026-01-15,,,CUST-L3-000063,4500.00,2025-01-08,EMP-L3-00010,,BT-CL-L1-5377807
RFD-202501-09007945,2025-01-09,2025-01-09,,2026-01-15,RET-202501-09007945,,CUST-L3-007945,8500.00,2025-01-09,EMP-L3-00005,,BT-202501-1033595822451
RFD-202501-09011070,2025-01-09,2025-01-09,,2026-01-15,RET-202501-09011070,,CUST-L3-011070,12900.00,2025-01-09,EMP-L3-00005,,BT-202501-737751635362
RFD-202501-09016587,2025-01-09,2025-01-09,,2026-01-15,RET-202501-09016587,,CUST-L3-016587,12900.00,2025-01-09,EMP-L3-00005,,BT-202501-498271518776
RFD-202501-09020665,2025-01-09,2025-01-09,,2026-01-15,RET-202501-09020665,,CUST-L3-020665,8500.00,2025-01-09,EMP-L3-00005,,BT-202501-912775256161
RFD-202501-10001410,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10001410,,CUST-L3-001410,18900.00,2025-01-10,EMP-L3-00005,,BT-202501-121077501492
RFD-202501-10004402,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10004402,,CUST-L3-004402,18900.00,2025-01-10,EMP-L3-00005,,BT-202501-93020852139
RFD-202501-10004932,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10004932,,CUST-L3-004932,29900.00,2025-01-10,EMP-L3-00005,,BT-202501-140330727952
RFD-202501-10006778,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10006778,,CUST-L3-006778,6900.00,2025-01-10,EMP-L3-00005,,BT-202501-506681202531
RFD-202501-10007836,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10007836,,CUST-L3-007836,24900.00,2025-01-10,EMP-L3-00005,,BT-202501-83769824812
RFD-202501-10008165,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10008165,,CUST-L3-008165,24900.00,2025-01-10,EMP-L3-00005,,BT-202501-805632334211
RFD-202501-10010832,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10010832,,CUST-L3-010832,8500.00,2025-01-10,EMP-L3-00005,,BT-202501-607234976646
RFD-202501-10012072,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10012072,,CUST-L3-012072,24900.00,2025-01-10,EMP-L3-00005,,BT-202501-980337647266
RFD-202501-10012380,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10012380,,CUST-L3-012380,8500.00,2025-01-10,EMP-L3-00005,,BT-202501-825697793318
RFD-202501-10012820,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10012820,,CUST-L3-012820,4900.00,2025-01-10,EMP-L3-00005,,BT-202501-283920376385
RFD-202501-10013820,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10013820,,CUST-L3-013820,55900.00,2025-01-10,EMP-L3-00005,,BT-202501-950308114462
RFD-202501-10014046,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10014046,,CUST-L3-014046,8500.00,2025-01-10,EMP-L3-00005,,BT-202501-1041147607213
RFD-202501-10019719,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10019719,,CUST-L3-019719,8500.00,2025-01-10,EMP-L3-00005,,BT-202501-247269744273
RFD-202501-10023509,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10023509,,CUST-L3-023509,18900.00,2025-01-10,EMP-L3-00005,,BT-202501-963270328460
RFD-202501-10024057,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10024057,,CUST-L3-024057,12900.00,2025-01-10,EMP-L3-00005,,BT-202501-212846213033
RFD-202501-10026795,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10026795,,CUST-L3-026795,4900.00,2025-01-10,EMP-L3-00005,,BT-202501-966748473168
RFD-202501-10028757,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10028757,,CUST-L3-028757,8500.00,2025-01-10,EMP-L3-00005,,BT-202501-332986114472
RFD-202501-10029890,2025-01-10,2025-01-10,,2026-01-15,RET-202501-10029890,,CUST-L3-029890,55900.00,2025-01-10,EMP-L3-00005,,BT-202501-361979695673
RFD-202501-11000034,2025-01-11,2025-01-11,,2026-01-15,RET-202501-11000034,,CUST-L3-000034,18900.00,2025-01-11,EMP-L3-00005,,BT-202501-633414315733
RFD-202501-11000116,2025-01-11,2025-01-11,,2026-01-15,RET-202501-11000116,,CUST-L3-000116,6900.00,2025-01-11,EMP-L3-00005,,BT-202501-1071646295218
RFD-202501-11018018,2025-01-11,2025-01-11,,2026-01-15,RET-202501-11018018,,CUST-L3-018018,6900.00,2025-01-11,EMP-L3-00005,,BT-202501-631630996003
RFD-202501-11019124,2025-01-11,2025-01-11,,2026-01-15,RET-202501-11019124,,CUST-L3-019124,8500.00,2025-01-11,EMP-L3-00005,,BT-202501-454874118744
RFD-202501-11021244,2025-01-11,2025-01-11,,2026-01-15,RET-202501-11021244,,CUST-L3-021244,12900.00,2025-01-11,EMP-L3-00005,,BT-202501-54033070880
RFD-202501-12003777,2025-01-12,2025-01-12,,2026-01-15,RET-202501-12003777,,CUST-L3-003777,24900.00,2025-01-12,EMP-L3-00005,,BT-202501-238037820806
RFD-202501-12004442,2025-01-12,2025-01-12,,2026-01-15,RET-202501-12004442,,CUST-L3-004442,8500.00,2025-01-12,EMP-L3-00005,,BT-202501-916792053103
RFD-202501-12018266,2025-01-12,2025-01-12,,2026-01-15,RET-202501-12018266,,CUST-L3-018266,84900.00,2025-01-12,EMP-L3-00005,,BT-202501-19801010664
RFD-202501-12020859,2025-01-12,2025-01-12,,2026-01-15,RET-202501-12020859,,CUST-L3-020859,29900.00,2025-01-12,EMP-L3-00005,,BT-202501-410021742076
RFD-202501-12021563,2025-01-12,2025-01-12,,2026-01-15,RET-202501-12021563,,CUST-L3-021563,6900.00,2025-01-12,EMP-L3-00005,,BT-202501-533722811287
RFD-202501-12028463,2025-01-12,2025-01-12,,2026-01-15,RET-202501-12028463,,CUST-L3-028463,6900.00,2025-01-12,EMP-L3-00005,,BT-202501-860696822006
RFD-202501-13002276,2025-01-13,2025-01-13,,2026-01-15,RET-202501-13002276,,CUST-L3-002276,8500.00,2025-01-13,EMP-L3-00005,,BT-202501-496925759838
RFD-202501-13005739,2025-01-13,2025-01-13,,2026-01-15,RET-202501-13005739,,CUST-L3-005739,12900.00,2025-01-13,EMP-L3-00005,,BT-202501-927935790094
RFD-202501-13010346,2025-01-13,2025-01-13,,2026-01-15,RET-202501-13010346,,CUST-L3-010346,12900.00,2025-01-13,EMP-L3-00005,,BT-202501-1040704588838
RFD-202501-13014622,2025-01-13,2025-01-13,,2026-01-15,RET-202501-13014622,,CUST-L3-014622,55900.00,2025-01-13,EMP-L3-00005,,BT-202501-753594765480
RFD-202501-13018779,2025-01-13,2025-01-13,,2026-01-15,RET-202501-13018779,,CUST-L3-018779,4900.00,2025-01-13,EMP-L3-00005,,BT-202501-1071649391186
RFD-202501-13026226,2025-01-13,2025-01-13,,2026-01-15,RET-202501-13026226,,CUST-L3-026226,24900.00,2025-01-13,EMP-L3-00005,,BT-202501-916619232234
RFD-202501-13028099,2025-01-13,2025-01-13,,2026-01-15,RET-202501-13028099,,CUST-L3-028099,6900.00,2025-01-13,EMP-L3-00005,,BT-202501-859585547283
RFD-202501-13029416,2025-01-13,2025-01-13,,2026-01-15,RET-202501-13029416,,CUST-L3-029416,8500.00,2025-01-13,EMP-L3-00005,,BT-202501-155590649979
RFD-202501-14001831,2025-01-14,2025-01-14,,2026-01-15,RET-202501-14001831,,CUST-L3-001831,55900.00,2025-01-14,EMP-L3-00005,,BT-202501-694101057100
RFD-202501-14002143,2025-01-14,2025-01-14,,2026-01-15,RET-202501-14002143,,CUST-L3-002143,16900.00,2025-01-14,EMP-L3-00005,,BT-202501-109552147281
RFD-202501-14010886,2025-01-14,2025-01-14,,2026-01-15,RET-202501-14010886,,CUST-L3-010886,18900.00,2025-01-14,EMP-L3-00005,,BT-202501-219393936314
RFD-202501-14013365,2025-01-14,2025-01-14,,2026-01-15,RET-202501-14013365,,CUST-L3-013365,29900.00,2025-01-14,EMP-L3-00005,,BT-202501-435503701652
RFD-202501-14016864,2025-01-14,2025-01-14,,2026-01-15,RET-202501-14016864,,CUST-L3-016864,24900.00,2025-01-14,EMP-L3-00005,,BT-202501-195314407672
RFD-202501-14016874,2025-01-14,2025-01-14,,2026-01-15,RET-202501-14016874,,CUST-L3-016874,8500.00,2025-01-14,EMP-L3-00005,,BT-202501-1028792008558
RFD-202501-14019077,2025-01-14,2025-01-14,,2026-01-15,RET-202501-14019077,,CUST-L3-019077,8500.00,2025-01-14,EMP-L3-00005,,BT-202501-119657464313
RFD-202501-14024609,2025-01-14,2025-01-14,,2026-01-15,RET-202501-14024609,,CUST-L3-024609,12900.00,2025-01-14,EMP-L3-00005,,BT-202501-225400303236
RFD-202501-14026132,2025-01-14,2025-01-14,,2026-01-15,RET-202501-14026132,,CUST-L3-026132,55900.00,2025-01-14,EMP-L3-00005,,BT-202501-1210173240
RFD-202501-14028509,2025-01-14,2025-01-14,,2026-01-15,RET-202501-14028509,,CUST-L3-028509,24900.00,2025-01-14,EMP-L3-00005,,BT-202501-223610881368
RFD-202501-14029339,2025-01-14,2025-01-14,,2026-01-15,RET-202501-14029339,,CUST-L3-029339,8500.00,2025-01-14,EMP-L3-00005,,BT-202501-304575887785
RFD-202501-15000936,2025-01-15,2025-01-15,,2026-01-15,RET-202501-15000936,,CUST-L3-000936,18900.00,2025-01-15,EMP-L3-00005,,BT-202501-627235243767
RFD-202501-15004811,2025-01-15,2025-01-15,,2026-01-15,RET-202501-15004811,,CUST-L3-004811,29900.00,2025-01-15,EMP-L3-00005,,BT-202501-163927809503
RFD-202501-15013760,2025-01-15,2025-01-15,,2026-01-15,RET-202501-15013760,,CUST-L3-013760,55900.00,2025-01-15,EMP-L3-00005,,BT-202501-160948952016
RFD-202501-15014173,2025-01-15,2025-01-15,,2026-01-15,RET-202501-15014173,,CUST-L3-014173,6900.00,2025-01-15,EMP-L3-00005,,BT-202501-1039552960078
RFD-202501-15014872,2025-01-15,2025-01-15,,2026-01-15,RET-202501-15014872,,CUST-L3-014872,12900.00,2025-01-15,EMP-L3-00005,,BT-202501-947304544426
RFD-202501-15015368,2025-01-15,2025-01-15,,2026-01-15,RET-202501-15015368,,CUST-L3-015368,29900.00,2025-01-15,EMP-L3-00005,,BT-202501-730831583138
RFD-202501-15016923,2025-01-15,2025-01-15,,2026-01-15,RET-202501-15016923,,CUST-L3-016923,55900.00,2025-01-15,EMP-L3-00005,,BT-202501-711318820822
RFD-202501-15019254,2025-01-15,2025-01-15,,2026-01-15,RET-202501-15019254,,CUST-L3-019254,8500.00,2025-01-15,EMP-L3-00005,,BT-202501-747210289304
RFD-202501-15020269,2025-01-15,2025-01-15,,2026-01-15,RET-202501-15020269,,CUST-L3-020269,12900.00,2025-01-15,EMP-L3-00005,,BT-202501-605852143939
RFD-202501-15022170,2025-01-15,2025-01-15,,2026-01-15,RET-202501-15022170,,CUST-L3-022170,18900.00,2025-01-15,EMP-L3-00005,,BT-202501-167729810039
RFD-202501-15024356,2025-01-15,2025-01-15,,2026-01-15,RET-202501-15024356,,CUST-L3-024356,29900.00,2025-01-15,EMP-L3-00005,,BT-202501-1053447592338
RFD-202501-15026731,2025-01-15,2025-01-15,,2026-01-15,RET-202501-15026731,,CUST-L3-026731,6900.00,2025-01-15,EMP-L3-00005,,BT-202501-713394028138
RFD-202501-16005103,2025-01-16,2025-01-16,,2026-01-15,RET-202501-16005103,,CUST-L3-005103,29900.00,2025-01-16,EMP-L3-00005,,BT-202501-68922699506
RFD-202501-16009032,2025-01-16,2025-01-16,,2026-01-15,RET-202501-16009032,,CUST-L3-009032,6900.00,2025-01-16,EMP-L3-00005,,BT-202501-1076540676050
RFD-202501-16009809,2025-01-16,2025-01-16,,2026-01-15,RET-202501-16009809,,CUST-L3-009809,55900.00,2025-01-16,EMP-L3-00005,,BT-202501-793065612833
RFD-202501-16015175,2025-01-16,2025-01-16,,2026-01-15,RET-202501-16015175,,CUST-L3-015175,12900.00,2025-01-16,EMP-L3-00005,,BT-202501-1075995351561
RFD-202501-16018898,2025-01-16,2025-01-16,,2026-01-15,RET-202501-16018898,,CUST-L3-018898,42900.00,2025-01-16,EMP-L3-00005,,BT-202501-947184998883
RFD-202501-16019438,2025-01-16,2025-01-16,,2026-01-15,RET-202501-16019438,,CUST-L3-019438,8500.00,2025-01-16,EMP-L3-00005,,BT-202501-428964025596
RFD-202501-16022033,2025-01-16,2025-01-16,,2026-01-15,RET-202501-16022033,,CUST-L3-022033,29900.00,2025-01-16,EMP-L3-00005,,BT-202501-417576583533
RFD-202501-16022992,2025-01-16,2025-01-16,,2026-01-15,RET-202501-16022992,,CUST-L3-022992,8500.00,2025-01-16,EMP-L3-00005,,BT-202501-598212112876
RFD-202501-16026197,2025-01-16,2025-01-16,,2026-01-15,RET-202501-16026197,,CUST-L3-026197,18900.00,2025-01-16,EMP-L3-00005,,BT-202501-784444850618
RFD-202501-16029509,2025-01-16,2025-01-16,,2026-01-15,RET-202501-16029509,,CUST-L3-029509,24900.00,2025-01-16,EMP-L3-00005,,BT-202501-822088012883
RFD-202501-17000568,2025-01-17,2025-01-17,,2026-01-15,RET-202501-17000568,,CUST-L3-000568,4900.00,2025-01-17,EMP-L3-00005,,BT-202501-1086995796962
RFD-202501-17001673,2025-01-17,2025-01-17,,2026-01-15,RET-202501-17001673,,CUST-L3-001673,16900.00,2025-01-17,EMP-L3-00005,,BT-202501-1019463466370
RFD-202501-17004102,2025-01-17,2025-01-17,,2026-01-15,RET-202501-17004102,,CUST-L3-004102,55900.00,2025-01-17,EMP-L3-00005,,BT-202501-871508587709
RFD-202501-17008238,2025-01-17,2025-01-17,,2026-01-15,RET-202501-17008238,,CUST-L3-008238,8500.00,2025-01-17,EMP-L3-00005,,BT-202501-1072927844236
RFD-202501-17010661,2025-01-17,2025-01-17,,2026-01-15,RET-202501-17010661,,CUST-L3-010661,24900.00,2025-01-17,EMP-L3-00005,,BT-202501-641377587257
RFD-202501-17013098,2025-01-17,2025-01-17,,2026-01-15,RET-202501-17013098,,CUST-L3-013098,12900.00,2025-01-17,EMP-L3-00005,,BT-202501-161580416160
RFD-202501-17015785,2025-01-17,2025-01-17,,2026-01-15,RET-202501-17015785,,CUST-L3-015785,12900.00,2025-01-17,EMP-L3-00005,,BT-202501-279551698516
RFD-202501-17017773,2025-01-17,2025-01-17,,2026-01-15,RET-202501-17017773,,CUST-L3-017773,6900.00,2025-01-17,EMP-L3-00005,,BT-202501-310237383493
RFD-202501-17018275,2025-01-17,2025-01-17,,2026-01-15,RET-202501-17018275,,CUST-L3-018275,4900.00,2025-01-17,EMP-L3-00005,,BT-202501-631224573496
RFD-202501-17025197,2025-01-17,2025-01-17,,2026-01-15,RET-202501-17025197,,CUST-L3-025197,12900.00,2025-01-17,EMP-L3-00005,,BT-202501-380838052268
RFD-202501-18000687,2025-01-18,2025-01-18,,2026-01-15,RET-202501-18000687,,CUST-L3-000687,12900.00,2025-01-18,EMP-L3-00005,,BT-202501-979114228236
RFD-202501-18001187,2025-01-18,2025-01-18,,2026-01-15,RET-202501-18001187,,CUST-L3-001187,8500.00,2025-01-18,EMP-L3-00005,,BT-202501-425081917263
RFD-202501-18010173,2025-01-18,2025-01-18,,2026-01-15,RET-202501-18010173,,CUST-L3-010173,12900.00,2025-01-18,EMP-L3-00005,,BT-202501-502239615621
RFD-202501-18014403,2025-01-18,2025-01-18,,2026-01-15,RET-202501-18014403,,CUST-L3-014403,29900.00,2025-01-18,EMP-L3-00005,,BT-202501-56559285394
RFD-202501-18014739,2025-01-18,2025-01-18,,2026-01-15,RET-202501-18014739,,CUST-L3-014739,18900.00,2025-01-18,EMP-L3-00005,,BT-202501-202330119040
RFD-202501-18016587,2025-01-18,2025-01-18,,2026-01-15,RET-202501-18016587,,CUST-L3-016587,24900.00,2025-01-18,EMP-L3-00005,,BT-202501-780554305018
RFD-202501-18019506,2025-01-18,2025-01-18,,2026-01-15,RET-202501-18019506,,CUST-L3-019506,8500.00,2025-01-18,EMP-L3-00005,,BT-202501-152213256751
RFD-202501-18022129,2025-01-18,2025-01-18,,2026-01-15,RET-202501-18022129,,CUST-L3-022129,55900.00,2025-01-18,EMP-L3-00005,,BT-202501-341834965837
RFD-202501-18022522,2025-01-18,2025-01-18,,2026-01-15,RET-202501-18022522,,CUST-L3-022522,18900.00,2025-01-18,EMP-L3-00005,,BT-202501-707484704312
RFD-202501-18026047,2025-01-18,2025-01-18,,2026-01-15,RET-202501-18026047,,CUST-L3-026047,18900.00,2025-01-18,EMP-L3-00005,,BT-202501-611126109264
RFD-202501-19002168,2025-01-19,2025-01-19,,2026-01-15,RET-202501-19002168,,CUST-L3-002168,12900.00,2025-01-19,EMP-L3-00005,,BT-202501-490891320414
RFD-202501-19006018,2025-01-19,2025-01-19,,2026-01-15,RET-202501-19006018,,CUST-L3-006018,8500.00,2025-01-19,EMP-L3-00005,,BT-202501-593981069381
RFD-202501-19007313,2025-01-19,2025-01-19,,2026-01-15,RET-202501-19007313,,CUST-L3-007313,6900.00,2025-01-19,EMP-L3-00005,,BT-202501-905009396620
RFD-202501-19012423,2025-01-19,2025-01-19,,2026-01-15,RET-202501-19012423,,CUST-L3-012423,6900.00,2025-01-19,EMP-L3-00005,,BT-202501-718004876927
RFD-202501-19014249,2025-01-19,2025-01-19,,2026-01-15,RET-202501-19014249,,CUST-L3-014249,29900.00,2025-01-19,EMP-L3-00005,,BT-202501-119030421024
RFD-202501-19016498,2025-01-19,2025-01-19,,2026-01-15,RET-202501-19016498,,CUST-L3-016498,18900.00,2025-01-19,EMP-L3-00005,,BT-202501-437742729567
RFD-202501-19022619,2025-01-19,2025-01-19,,2026-01-15,RET-202501-19022619,,CUST-L3-022619,8500.00,2025-01-19,EMP-L3-00005,,BT-202501-264809491971
RFD-202501-19022734,2025-01-19,2025-01-19,,2026-01-15,RET-202501-19022734,,CUST-L3-022734,8500.00,2025-01-19,EMP-L3-00005,,BT-202501-839672455802
RFD-202501-19025657,2025-01-19,2025-01-19,,2026-01-15,RET-202501-19025657,,CUST-L3-025657,4900.00,2025-01-19,EMP-L3-00005,,BT-202501-753799922188
RFD-202501-19025767,2025-01-19,2025-01-19,,2026-01-15,RET-202501-19025767,,CUST-L3-025767,55900.00,2025-01-19,EMP-L3-00005,,BT-202501-257678002013
RFD-202501-19026590,2025-01-19,2025-01-19,,2026-01-15,RET-202501-19026590,,CUST-L3-026590,6900.00,2025-01-19,EMP-L3-00005,,BT-202501-862909559822
RFD-202501-19026879,2025-01-19,2025-01-19,,2026-01-15,RET-202501-19026879,,CUST-L3-026879,6900.00,2025-01-19,EMP-L3-00005,,BT-202501-99304135363
RFD-202501-19028361,2025-01-19,2025-01-19,,2026-01-15,RET-202501-19028361,,CUST-L3-028361,18900.00,2025-01-19,EMP-L3-00005,,BT-202501-663410939191
RFD-202501-20001728,2025-01-20,2025-01-20,,2026-01-15,RET-202501-20001728,,CUST-L3-001728,4900.00,2025-01-20,EMP-L3-00005,,BT-202501-959101006393
RFD-202501-20008170,2025-01-20,2025-01-20,,2026-01-15,RET-202501-20008170,,CUST-L3-008170,24900.00,2025-01-20,EMP-L3-00005,,BT-202501-1072191289908
RFD-202501-20009964,2025-01-20,2025-01-20,,2026-01-15,RET-202501-20009964,,CUST-L3-009964,6900.00,2025-01-20,EMP-L3-00005,,BT-202501-223259925823
RFD-202501-20014801,2025-01-20,2025-01-20,,2026-01-15,RET-202501-20014801,,CUST-L3-014801,18900.00,2025-01-20,EMP-L3-00005,,BT-202501-685793596944
RFD-202501-20016281,2025-01-20,2025-01-20,,2026-01-15,RET-202501-20016281,,CUST-L3-016281,18900.00,2025-01-20,EMP-L3-00005,,BT-202501-604268622252
RFD-202501-20017340,2025-01-20,2025-01-20,,2026-01-15,RET-202501-20017340,,CUST-L3-017340,29900.00,2025-01-20,EMP-L3-00005,,BT-202501-603285242018
RFD-202501-20018266,2025-01-20,2025-01-20,,2026-01-15,RET-202501-20018266,,CUST-L3-018266,55900.00,2025-01-20,EMP-L3-00005,,BT-202501-772761937118
RFD-202501-20019254,2025-01-20,2025-01-20,,2026-01-15,RET-202501-20019254,,CUST-L3-019254,29900.00,2025-01-20,EMP-L3-00005,,BT-202501-298148827622
RFD-202501-20019969,2025-01-20,2025-01-20,,2026-01-15,RET-202501-20019969,,CUST-L3-019969,8500.00,2025-01-20,EMP-L3-00005,,BT-202501-622890217698
RFD-202501-20022378,2025-01-20,2025-01-20,,2026-01-15,RET-202501-20022378,,CUST-L3-022378,55900.00,2025-01-20,EMP-L3-00005,,BT-202501-390254110698
RFD-202501-20027347,2025-01-20,2025-01-20,,2026-01-15,RET-202501-20027347,,CUST-L3-027347,29900.00,2025-01-20,EMP-L3-00005,,BT-202501-199753566716
RFD-202501-20027766,2025-01-20,2025-01-20,,2026-01-15,RET-202501-20027766,,CUST-L3-027766,8500.00,2025-01-20,EMP-L3-00005,,BT-202501-860722945136
RFD-202501-20029423,2025-01-20,2025-01-20,,2026-01-15,RET-202501-20029423,,CUST-L3-029423,8500.00,2025-01-20,EMP-L3-00005,,BT-202501-569275740275
RFD-202501-21002843,2025-01-21,2025-01-21,,2026-01-15,RET-202501-21002843,,CUST-L3-002843,6900.00,2025-01-21,EMP-L3-00005,,BT-202501-677384959710
RFD-202501-21006580,2025-01-21,2025-01-21,,2026-01-15,RET-202501-21006580,,CUST-L3-006580,4900.00,2025-01-21,EMP-L3-00005,,BT-202501-470625352979
RFD-202501-21007765,2025-01-21,2025-01-21,,2026-01-15,RET-202501-21007765,,CUST-L3-007765,42900.00,2025-01-21,EMP-L3-00005,,BT-202501-1066408311549
RFD-202501-21008419,2025-01-21,2025-01-21,,2026-01-15,RET-202501-21008419,,CUST-L3-008419,6900.00,2025-01-21,EMP-L3-00005,,BT-202501-226737762769
RFD-202501-21010641,2025-01-21,2025-01-21,,2026-01-15,RET-202501-21010641,,CUST-L3-010641,6900.00,2025-01-21,EMP-L3-00005,,BT-202501-685763368101
RFD-202501-21012785,2025-01-21,2025-01-21,,2026-01-15,RET-202501-21012785,,CUST-L3-012785,8500.00,2025-01-21,EMP-L3-00005,,BT-202501-703692068893
RFD-202501-21015323,2025-01-21,2025-01-21,,2026-01-15,RET-202501-21015323,,CUST-L3-015323,12900.00,2025-01-21,EMP-L3-00005,,BT-202501-80094032224
RFD-202501-21018668,2025-01-21,2025-01-21,,2026-01-15,RET-202501-21018668,,CUST-L3-018668,55900.00,2025-01-21,EMP-L3-00005,,BT-202501-525925626042
RFD-202501-21018849,2025-01-21,2025-01-21,,2026-01-15,RET-202501-21018849,,CUST-L3-018849,55900.00,2025-01-21,EMP-L3-00005,,BT-202501-99670257586
RFD-202501-21023622,2025-01-21,2025-01-21,,2026-01-15,RET-202501-21023622,,CUST-L3-023622,24900.00,2025-01-21,EMP-L3-00005,,BT-202501-381892366113
RFD-202501-21023666,2025-01-21,2025-01-21,,2026-01-15,RET-202501-21023666,,CUST-L3-023666,55900.00,2025-01-21,EMP-L3-00005,,BT-202501-648355286285
RFD-202501-21027591,2025-01-21,2025-01-21,,2026-01-15,RET-202501-21027591,,CUST-L3-027591,4900.00,2025-01-21,EMP-L3-00005,,BT-202501-423431313719
RFD-202501-22004962,2025-01-22,2025-01-22,,2026-01-15,RET-202501-22004962,,CUST-L3-004962,29900.00,2025-01-22,EMP-L3-00005,,BT-202501-813269165169
RFD-202501-22009144,2025-01-22,2025-01-22,,2026-01-15,RET-202501-22009144,,CUST-L3-009144,29900.00,2025-01-22,EMP-L3-00005,,BT-202501-372966857190
RFD-202501-22012970,2025-01-22,2025-01-22,,2026-01-15,RET-202501-22012970,,CUST-L3-012970,18900.00,2025-01-22,EMP-L3-00005,,BT-202501-932065282165
RFD-202501-22018967,2025-01-22,2025-01-22,,2026-01-15,RET-202501-22018967,,CUST-L3-018967,24900.00,2025-01-22,EMP-L3-00005,,BT-202501-591399877698
RFD-202501-22019312,2025-01-22,2025-01-22,,2026-01-15,RET-202501-22019312,,CUST-L3-019312,24900.00,2025-01-22,EMP-L3-00005,,BT-202501-530409282521
RFD-202501-22019755,2025-01-22,2025-01-22,,2026-01-15,RET-202501-22019755,,CUST-L3-019755,55900.00,2025-01-22,EMP-L3-00005,,BT-202501-107567288790
RFD-202501-23000443,2025-01-23,2025-01-23,,2026-01-15,RET-202501-23000443,,CUST-L3-000443,29900.00,2025-01-23,EMP-L3-00005,,BT-202501-77182728137
RFD-202501-23003917,2025-01-23,2025-01-23,,2026-01-15,RET-202501-23003917,,CUST-L3-003917,4900.00,2025-01-23,EMP-L3-00005,,BT-202501-866625655420
RFD-202501-23009070,2025-01-23,2025-01-23,,2026-01-15,RET-202501-23009070,,CUST-L3-009070,12900.00,2025-01-23,EMP-L3-00005,,BT-202501-717720433985
RFD-202501-23009856,2025-01-23,2025-01-23,,2026-01-15,RET-202501-23009856,,CUST-L3-009856,55900.00,2025-01-23,EMP-L3-00005,,BT-202501-1040125932995
RFD-202501-23025464,2025-01-23,2025-01-23,,2026-01-15,RET-202501-23025464,,CUST-L3-025464,24900.00,2025-01-23,EMP-L3-00005,,BT-202501-18708345214
RFD-202501-23026060,2025-01-23,2025-01-23,,2026-01-15,RET-202501-23026060,,CUST-L3-026060,12900.00,2025-01-23,EMP-L3-00005,,BT-202501-939804038269
RFD-202501-23028915,2025-01-23,2025-01-23,,2026-01-15,RET-202501-23028915,,CUST-L3-028915,55900.00,2025-01-23,EMP-L3-00005,,BT-202501-361327938277
RFD-202501-24000444,2025-01-24,2025-01-24,,2026-01-15,RET-202501-24000444,,CUST-L3-000444,55900.00,2025-01-24,EMP-L3-00005,,BT-202501-475303844426
RFD-202501-24000718,2025-01-24,2025-01-24,,2026-01-15,RET-202501-24000718,,CUST-L3-000718,6900.00,2025-01-24,EMP-L3-00005,,BT-202501-259392248148
RFD-202501-24001309,2025-01-24,2025-01-24,,2026-01-15,RET-202501-24001309,,CUST-L3-001309,24900.00,2025-01-24,EMP-L3-00005,,BT-202501-373347022646
RFD-202501-24001966,2025-01-24,2025-01-24,,2026-01-15,RET-202501-24001966,,CUST-L3-001966,55900.00,2025-01-24,EMP-L3-00005,,BT-202501-988413953843
RFD-202501-24002240,2025-01-24,2025-01-24,,2026-01-15,RET-202501-24002240,,CUST-L3-002240,29900.00,2025-01-24,EMP-L3-00005,,BT-202501-743535218095
RFD-202501-24003360,2025-01-24,2025-01-24,,2026-01-15,RET-202501-24003360,,CUST-L3-003360,16900.00,2025-01-24,EMP-L3-00005,,BT-202501-711546449075
RFD-202501-24006172,2025-01-24,2025-01-24,,2026-01-15,RET-202501-24006172,,CUST-L3-006172,4900.00,2025-01-24,EMP-L3-00005,,BT-202501-200460630951
RFD-202501-24006370,2025-01-24,2025-01-24,,2026-01-15,RET-202501-24006370,,CUST-L3-006370,6900.00,2025-01-24,EMP-L3-00005,,BT-202501-723750178134
RFD-202501-24008004,2025-01-24,2025-01-24,,2026-01-15,RET-202501-24008004,,CUST-L3-008004,8500.00,2025-01-24,EMP-L3-00005,,BT-202501-203311181722
RFD-202501-24008622,2025-01-24,2025-01-24,,2026-01-15,RET-202501-24008622,,CUST-L3-008622,12900.00,2025-01-24,EMP-L3-00005,,BT-202501-290716352941
RFD-202501-24010728,2025-01-24,2025-01-24,,2026-01-15,RET-202501-24010728,,CUST-L3-010728,12900.00,2025-01-24,EMP-L3-00005,,BT-202501-1007415977227
RFD-202501-24013447,2025-01-24,2025-01-24,,2026-01-15,RET-202501-24013447,,CUST-L3-013447,42900.00,2025-01-24,EMP-L3-00005,,BT-202501-828569195766
